40 1400
10 19 11
10 20 24
10 21 3
10 22 19
10 23 7
10 24 16
10 26 15
10 27 26
10 28 22
10 30 11
10 32 18
10 33 11
10 34 12
10 35 4
10 36 13
10 37 22
10 38 22
10 39 27
10 40 25
11 1 18
11 2 24
11 3 27
11 4 2
11 5 18
11 6 6
11 7 12
11 8 1
11 9 26
11 10 24
11 11 23
11 12 4
11 13 4
11 14 16
11 15 29
11 17 15
11 18 22
11 19 14
11 20 29
11 21 10
11 22 27
11 23 1
11 24 27
11 25 7
11 26 4
11 27 22
11 28 11
11 29 25
11 31 5
11 32 30
11 33 19
11 34 22
11 35 15
11 36 7
11 37 16
11 38 2
11 39 12
11 40 19
12 1 25
12 2 8
12 3 4
12 4 17
12 5 3
12 6 30
12 7 2
12 8 1
12 9 14
12 10 23
12 11 7
12 12 4
12 13 24
12 14 3
12 15 4
12 16 21
12 17 2
12 18 29
12 19 12
12 20 4
12 21 23
12 22 9
12 23 3
12 24 3
12 25 30
12 27 17
12 28 9
12 29 7
12 30 11
12 31 12
12 32 18
12 35 5
12 36 19
12 37 21
12 38 13
12 40 22
13 1 20
13 2 14
13 3 14
13 5 25
13 6 28
13 7 20
13 8 28
13 9 22
13 10 15
13 11 23
13 12 12
13 13 8
13 14 21
13 15 15
13 20 11
13 21 5
13 22 23
13 23 6
13 24 7
13 25 15
13 26 14
13 27 7
13 28 13
13 29 16
13 30 19
13 31 30
13 32 12
13 33 29
13 34 13
13 35 24
13 36 20
13 37 24
13 38 7
13 39 26
13 40 19
14 1 5
14 2 7
14 3 16
14 4 18
14 5 21
14 6 9
14 7 29
14 8 20
14 9 29
14 10 5
14 11 1
14 12 4
14 13 20
14 14 28
14 15 2
14 16 26
14 17 11
14 18 9
14 19 8
14 20 19
14 21 19
14 22 30
14 23 30
14 24 17
14 25 4
14 26 24
14 27 29
14 28 27
14 31 22
14 32 24
14 33 15
14 34 26
14 35 30
14 36 1
14 37 5
14 38 13
14 39 1
15 1 3
15 2 2
15 4 21
15 5 30
15 6 24
15 8 16
15 9 11
15 10 21
15 11 18
15 12 6
15 13 24
15 14 18
15 15 5
15 16 12
15 17 6
15 18 26
15 19 11
15 20 22
15 21 29
15 23 26
15 24 12
15 25 26
15 26 18
15 27 5
15 28 10
15 29 5
15 30 27
15 32 2
15 33 10
15 34 1
15 35 24
15 36 4
15 39 24
15 40 15
16 1 3
16 2 18
16 3 22
16 4 13
16 5 30
16 6 9
16 7 10
16 9 15
16 10 18
16 11 15
16 12 18
16 13 15
16 16 10
16 17 29
16 18 29
16 19 1
16 20 16
16 21 10
16 22 26
16 23 3
16 24 7
16 25 27
16 26 8
16 27 3
16 29 29
16 30 9
16 31 3
16 32 22
16 33 12
16 34 26
16 35 28
16 36 7
16 37 5
16 38 20
16 39 11
16 40 27
17 1 20
17 2 21
17 3 11
17 4 8
17 5 27
17 6 29
17 7 14
17 9 28
17 10 19
17 11 12
17 12 28
17 13 4
17 15 22
17 16 23
17 17 29
17 18 28
17 19 20
17 20 28
17 21 22
17 22 10
17 23 6
17 27 16
17 28 1
17 29 9
17 31 3
17 32 29
17 34 15
17 35 8
17 36 10
17 37 26
17 38 26
17 39 29
17 40 16
18 1 6
18 2 28
18 3 4
18 4 26
18 5 12
18 6 1
18 7 14
18 8 23
18 9 29
18 10 10
18 11 14
18 12 21
18 13 30
18 14 3
18 15 2
18 16 27
18 17 24
18 18 11
18 19 24
18 20 9
18 22 12
18 24 2
18 25 12
18 26 2
18 27 17
18 28 11
18 29 11
18 30 4
18 32 6
18 33 9
18 34 11
18 35 3
18 36 7
18 37 14
18 39 29
18 40 18
19 1 14
19 2 4
19 3 2
19 4 12
19 6 5
19 7 16
19 8 25
19 9 4
19 10 10
19 12 26
19 14 22
19 15 4
19 16 7
19 18 15
19 19 4
19 20 10
19 21 9
19 22 7
19 23 11
19 24 17
19 25 17
19 26 13
19 27 20
19 29 14
19 31 13
19 33 30
19 34 17
19 35 11
19 36 5
19 37 7
19 38 20
19 39 18
20 1 10
20 2 22
20 3 22
20 4 15
20 5 29
20 6 16
20 8 10
20 9 8
20 10 3
20 11 2
20 12 3
20 13 9
20 15 8
20 16 7
20 17 18
20 18 8
20 19 13
20 20 20
20 21 24
20 22 22
20 23 2
20 24 5
20 26 5
20 27 15
20 28 26
20 30 13
20 31 25
20 32 30
20 33 19
20 36 15
20 37 10
20 38 21
20 39 6
20 40 23
21 1 5
21 2 4
21 3 8
21 4 6
21 5 3
21 6 10
21 7 29
21 8 6
21 9 11
21 10 29
21 11 12
21 12 28
21 13 6
21 14 16
21 15 18
21 16 22
21 17 7
21 18 11
21 19 18
21 20 12
21 21 25
21 22 6
21 23 16
21 24 12
21 25 27
21 26 5
21 28 26
21 29 6
21 30 25
21 31 23
21 33 28
21 34 21
21 35 18
21 37 27
21 38 18
21 39 20
21 40 29
22 1 17
22 2 25
22 3 9
22 4 7
22 5 28
22 6 28
22 7 4
22 8 14
22 9 7
22 10 25
22 11 20
22 15 18
22 16 5
22 18 23
22 19 12
22 20 10
22 21 9
22 22 15
22 23 6
22 24 5
22 25 10
22 26 4
22 27 21
22 28 24
22 29 23
22 30 11
22 32 11
22 33 20
22 35 28
22 36 23
22 37 10
22 38 6
22 39 9
23 1 10
23 2 12
23 4 7
23 5 7
23 6 16
23 7 12
23 8 14
23 9 2
23 11 1
23 12 23
23 13 28
23 14 16
23 15 26
23 16 7
23 17 16
23 18 11
23 21 5
23 22 12
23 23 12
23 24 8
23 25 2
23 26 6
23 27 30
23 28 4
23 30 8
23 31 11
23 32 1
23 33 30
23 34 20
23 35 29
23 36 1
23 38 21
23 39 2
23 40 7
24 1 28
24 2 17
24 4 18
24 5 3
24 6 11
24 7 10
24 8 17
24 9 8
24 10 17
24 11 12
24 13 7
24 14 24
24 15 22
24 16 11
24 18 5
24 19 26
24 20 10
24 22 6
24 23 23
24 25 1
24 26 9
24 27 30
24 28 12
24 29 2
24 30 22
24 31 23
24 32 30
24 33 22
24 34 14
24 35 23
24 36 20
24 37 3
24 38 10
24 39 29
24 40 27
25 1 12
25 2 8
25 3 13
25 4 11
25 5 17
25 6 24
25 7 17
25 8 10
25 9 8
25 10 19
25 11 15
25 12 3
25 14 28
25 15 12
25 16 17
25 17 21
25 18 13
25 19 16
25 20 24
25 21 14
25 22 29
25 23 16
25 24 5
25 25 12
25 26 21
25 27 27
25 28 1
25 29 15
25 30 28
25 31 29
25 32 11
25 33 9
25 34 29
25 35 15
25 36 12
25 37 15
25 38 9
25 40 28
26 1 24
26 2 8
26 3 9
26 4 30
26 5 2
26 6 28
26 7 4
26 8 18
26 9 18
26 11 16
26 13 25
26 14 11
26 16 21
26 17 24
26 18 19
26 19 25
26 20 27
26 21 9
26 22 13
26 23 28
26 24 16
26 25 3
26 26 18
26 27 26
26 28 3
26 31 8
26 32 11
26 33 14
26 34 22
26 35 11
26 36 12
26 37 8
26 38 10
26 39 12
26 40 29
27 1 11
27 2 9
27 3 2
27 4 20
27 5 27
27 6 17
27 7 14
27 9 29
27 10 7
27 12 29
27 13 17
27 14 23
27 15 26
27 16 18
27 17 28
27 18 15
27 19 3
27 20 30
27 22 2
27 23 28
27 24 2
27 25 10
27 27 30
27 28 8
27 29 23
27 30 2
27 31 11
27 32 22
27 33 11
27 34 22
27 35 21
27 36 13
27 37 30
27 38 22
27 39 2
27 40 26
28 2 1
28 3 8
28 4 25
28 5 29
28 6 6
28 7 3
28 8 14
28 10 1
28 12 20
28 13 11
28 14 15
28 15 22
28 17 2
28 18 9
28 19 12
28 20 3
28 21 10
28 22 3
28 23 2
28 24 24
28 25 5
28 26 12
28 27 16
28 29 7
28 30 3
28 31 28
28 32 20
28 33 3
28 34 11
28 35 13
28 36 20
28 37 11
28 38 20
28 39 6
28 40 2
29 1 26
29 2 9
29 3 15
29 4 18
29 5 28
29 6 17
29 7 25
29 8 20
29 9 18
29 10 3
29 11 23
29 12 12
29 13 4
29 14 25
29 15 14
29 18 27
29 19 29
29 20 25
29 21 4
29 23 6
29 24 28
29 25 1
29 26 17
29 27 22
29 28 12
29 29 29
29 30 11
29 31 14
29 32 19
29 33 17
29 34 7
29 35 14
29 36 25
29 37 21
29 38 23
29 39 14
29 40 7
30 1 17
30 4 25
30 5 16
30 6 11
30 8 17
30 9 28
30 11 14
30 12 12
30 13 3
30 14 3
30 15 2
30 16 27
30 18 28
30 19 29
30 20 16
30 21 21
30 22 15
30 24 7
30 26 2
30 27 14
30 28 18
30 31 7
30 32 24
30 33 26
30 35 14
30 37 29
30 38 20
30 39 26
30 40 21
31 1 25
31 2 25
31 3 8
31 4 20
31 5 10
31 6 18
31 7 6
31 8 29
31 9 24
31 10 9
31 12 1
31 13 18
31 14 11
31 16 28
31 17 7
31 18 9
31 19 5
31 20 27
31 21 16
31 22 12
31 23 20
31 24 29
31 25 29
31 26 27
31 27 14
31 28 24
31 29 2
31 30 12
31 31 5
31 32 27
31 33 2
31 35 29
31 36 13
31 37 1
31 38 10
31 39 23
31 40 11
32 1 16
32 2 13
32 3 26
32 4 16
32 5 14
32 6 5
32 7 26
32 9 3
32 10 11
32 11 27
32 13 7
32 14 8
32 15 12
32 16 18
32 17 27
32 18 2
32 19 8
32 20 15
32 21 15
32 22 23
32 23 8
32 25 18
32 26 19
32 27 27
32 28 19
32 29 18
32 30 9
32 31 12
32 32 19
32 33 23
32 35 22
32 36 26
32 37 6
32 38 17
32 39 12
33 1 11
33 2 21
33 3 29
33 4 5
33 5 23
33 6 25
33 7 11
33 8 30
33 9 28
33 10 21
33 12 19
33 13 29
33 14 20
33 15 25
33 16 5
33 17 13
33 18 3
33 19 22
33 20 1
33 21 21
33 22 3
33 23 10
33 24 29
33 25 14
33 27 21
33 28 14
33 29 27
33 30 16
33 31 11
33 32 5
33 33 27
33 34 21
33 35 25
33 36 26
33 37 25
33 38 9
33 39 12
33 40 27
34 1 9
34 2 10
34 3 17
34 4 19
34 5 8
34 6 29
34 8 13
34 9 5
34 10 11
34 11 7
34 12 18
34 13 3
34 14 27
34 15 20
34 16 5
34 17 18
34 18 25
34 19 25
34 20 1
34 21 13
34 22 10
34 23 11
34 24 17
34 25 29
34 26 1
34 27 3
34 28 24
34 30 17
34 32 12
34 33 5
34 34 13
34 35 12
34 36 6
34 37 22
34 38 30
34 39 6
34 40 20
35 2 4
35 3 10
35 4 22
35 5 11
35 6 27
35 7 16
35 9 29
35 11 9
35 12 20
35 13 16
35 14 25
35 15 6
35 16 16
35 17 8
35 18 16
35 19 18
35 20 16
35 21 6
35 23 10
35 24 19
35 25 29
35 26 26
35 27 30
35 28 25
35 29 1
35 30 3
35 31 1
35 32 14
35 34 2
35 35 6
35 36 3
35 37 27
35 38 7
35 40 16
36 2 7
36 3 25
36 4 1
36 6 28
36 7 3
36 8 13
36 9 13
36 10 20
36 11 18
36 12 21
36 13 19
36 14 25
36 15 8
36 16 4
36 17 30
36 18 18
36 19 22
36 20 20
36 21 5
36 22 13
36 23 7
36 24 27
36 26 15
36 27 7
36 28 10
36 29 8
36 30 4
36 31 4
36 32 5
36 33 2
36 35 19
36 36 3
36 37 26
36 38 12
36 39 30
36 40 21
37 1 24
37 2 13
37 5 10
37 6 3
37 8 25
37 9 28
37 10 28
37 13 2
37 14 1
37 15 19
37 16 11
37 17 15
37 18 9
37 19 8
37 20 19
37 21 15
37 22 4
37 23 26
37 24 13
37 25 14
37 26 3
37 27 16
37 28 9
37 29 29
37 30 9
37 31 28
37 32 2
37 33 4
37 35 1
37 36 1
37 37 16
37 38 24
37 39 5
37 40 25
38 1 18
38 2 29
38 3 14
38 4 15
38 5 23
38 6 7
38 7 4
38 8 3
38 9 13
38 10 12
38 12 10
38 13 1
38 14 18
38 15 6
38 16 26
38 17 30
38 18 19
38 19 21
38 20 7
38 21 19
38 22 19
38 23 15
38 24 8
38 25 20
38 26 10
38 28 8
38 29 13
38 30 26
38 31 23
38 32 9
38 33 12
38 34 11
38 35 30
38 36 26
38 37 17
38 38 22
38 39 24
38 40 20
39 2 16
39 3 6
39 4 23
39 5 18
39 6 6
39 7 2
39 8 23
39 9 24
39 11 1
39 12 3
39 14 14
39 15 29
39 16 21
39 17 2
39 18 13
39 19 29
39 20 14
39 23 15
39 27 28
39 28 18
39 29 10
39 30 21
39 31 18
39 32 13
39 33 23
39 34 17
39 35 30
39 36 9
39 37 30
39 38 23
39 39 21
39 40 8
40 2 20
40 3 5
40 4 25
40 6 26
40 7 7
40 8 9
40 9 19
40 10 7
40 11 3
40 12 24
40 14 6
40 15 23
40 16 25
40 17 10
40 18 13
40 21 30
40 23 16
40 24 11
40 25 17
40 26 17
40 27 23
40 28 27
40 29 30
40 30 7
40 31 13
40 32 29
40 33 15
40 34 5
40 37 14
40 38 27
40 39 12
40 40 3
