2500 7000
71 2144 7
72 1459 13
73 1973 25
73 2066 10
74 226 1
74 472 18
74 1670 5
75 579 8
75 867 23
76 294 19
76 1053 10
76 1179 23
76 1720 6
76 1996 25
76 2089 7
77 772 6
77 777 30
77 1359 7
77 1489 30
78 538 3
78 1589 18
79 1774 29
79 2007 25
80 673 8
80 1112 17
80 1474 3
80 2151 12
81 1265 16
81 1951 25
81 2267 23
81 2405 6
82 713 23
82 1342 5
82 1769 30
82 1918 2
83 497 6
83 1344 10
84 97 28
84 1843 5
85 884 2
85 1204 16
85 1418 15
86 1407 16
86 1485 13
87 1347 1
87 1835 22
87 2229 18
88 2104 22
89 1258 20
89 1509 17
89 1559 24
90 1257 7
90 2117 7
91 2418 10
92 1068 6
92 2050 23
93 619 12
93 2230 18
93 2396 8
94 88 28
94 1696 2
94 1760 6
94 1774 20
96 1448 7
96 2315 27
97 1814 21
97 2019 4
97 2031 6
97 2182 18
99 1540 8
100 228 7
100 810 25
100 1202 14
100 1754 22
101 255 7
101 2271 6
102 2101 5
103 831 24
104 143 27
104 681 24
104 2000 2
105 98 20
105 673 22
105 1860 8
105 2100 21
105 2394 28
106 244 22
106 804 2
106 1714 7
106 2026 30
107 729 29
107 1583 8
107 1960 27
108 90 10
108 655 6
108 1256 23
108 1834 22
108 2299 9
108 2348 29
109 687 9
109 1569 9
110 700 5
111 466 25
111 1384 22
111 1495 19
112 1760 1
112 2107 28
113 1560 23
113 1796 16
113 1882 24
114 559 9
114 662 9
114 1469 6
115 420 22
115 597 8
115 1023 26
115 1816 19
115 2218 30
116 338 20
117 318 17
117 1539 21
117 2410 10
118 196 25
118 835 17
118 1463 20
118 1641 30
118 1794 9
118 1998 11
118 2408 1
119 728 29
119 1943 12
120 1919 9
120 2348 26
121 1619 6
122 544 22
122 1561 14
122 2395 7
122 2407 11
123 949 28
123 1060 14
123 2398 27
124 382 28
124 1514 23
125 403 2
125 1148 20
126 285 30
126 546 19
128 994 30
129 652 21
130 237 8
130 1610 17
131 888 11
132 233 10
132 637 11
132 654 19
132 1177 29
133 146 2
133 1690 20
134 567 1
134 1164 2
134 1562 18
135 317 12
135 429 2
135 1088 13
135 1299 10
135 1620 16
136 1417 18
136 2082 16
137 1308 26
137 1727 8
138 1546 21
138 1605 22
138 1716 5
139 1058 13
139 1491 15
139 1638 16
139 1836 5
140 545 26
140 1835 16
141 802 25
141 1175 25
141 1655 24
141 1767 6
141 1843 4
141 2135 26
142 305 24
142 317 2
142 612 27
142 687 13
142 884 25
143 773 21
143 1542 23
144 917 6
144 1516 14
145 805 5
145 1237 15
145 1369 29
146 394 15
146 613 22
146 713 25
146 854 22
146 2042 5
146 2483 8
147 1773 26
147 2406 17
148 272 23
148 274 12
148 500 13
148 1142 18
148 1236 19
148 1500 8
148 1880 12
149 574 12
149 637 5
149 727 16
149 1493 7
149 1697 28
149 2284 9
150 1112 25
151 1602 3
151 2337 25
152 1107 7
152 2243 17
153 316 1
153 1599 21
154 177 13
154 250 7
154 414 19
154 1356 27
154 2010 21
154 2361 13
155 402 18
155 811 25
155 1776 21
156 223 6
156 361 3
156 550 5
156 1027 9
157 60 16
157 811 22
157 1104 27
157 1931 23
158 58 25
158 545 30
158 860 27
158 1522 2
158 1890 28
158 1939 16
159 193 3
159 1335 14
159 1339 10
159 1371 27
159 2197 21
160 1305 26
160 2077 19
161 640 11
162 1647 9
163 584 26
163 2194 29
164 220 5
164 2422 8
165 315 4
165 668 15
165 2000 2
165 2275 16
166 506 20
166 722 4
167 1763 20
168 1058 28
169 856 19
169 1026 3
169 1391 16
169 1419 3
170 648 19
170 695 7
171 1715 29
171 1954 21
171 2365 26
172 474 7
172 828 15
173 44 9
173 432 16
173 1353 3
173 1363 21
174 158 4
174 1450 22
175 1703 1
175 1759 4
177 1600 9
178 57 22
178 595 30
179 705 16
179 909 17
179 2352 14
180 694 17
180 1357 2
181 764 25
181 885 12
181 2451 21
182 1622 14
182 1810 23
183 2039 15
184 1253 21
185 72 25
185 515 3
185 518 27
185 1854 24
185 2264 15
186 1428 14
187 796 22
187 1484 29
187 1584 23
187 1640 7
188 118 2
188 961 13
188 1483 2
188 1884 15
189 192 6
191 271 5
191 1363 23
191 2409 19
192 847 5
192 1552 30
192 2351 5
193 981 10
193 1516 8
193 2094 6
194 947 5
194 1593 19
195 1120 18
195 1585 10
195 1913 11
195 2469 24
196 288 1
196 898 6
196 1254 26
196 2246 19
196 2417 21
197 579 11
198 18 3
198 1386 12
198 1905 1
198 1934 17
199 202 10
199 1110 24
199 2247 21
199 2470 4
199 2490 8
200 564 26
200 880 8
201 259 30
201 614 6
202 36 4
202 646 21
203 465 10
203 1388 14
203 2113 28
204 784 7
204 1693 10
204 1966 17
205 1607 16
205 2342 19
206 1655 19
206 2325 9
207 214 19
207 914 24
209 617 5
209 1759 30
209 2073 6
210 384 7
210 1009 2
210 1411 9
210 1484 29
210 1724 18
210 1866 19
211 358 23
211 517 30
211 1057 22
211 1198 30
211 1364 18
211 1581 21
212 154 22
212 324 23
212 1737 25
213 1276 12
213 1324 3
213 1394 30
214 931 10
214 1651 1
215 157 1
215 353 18
215 2394 17
216 153 19
216 361 6
216 535 25
216 936 30
216 1936 22
216 2187 21
217 287 29
217 554 27
217 1096 19
217 1766 22
217 2357 6
218 132 18
218 624 9
218 802 16
218 889 10
218 986 30
218 2309 29
219 913 1
219 1847 17
220 1307 19
221 350 14
221 1200 10
221 1886 5
221 2391 18
222 2292 4
223 263 26
223 543 19
223 623 4
225 475 26
225 535 6
225 1719 12
226 1971 7
226 2275 3
228 519 7
228 1098 28
229 1852 24
230 828 19
231 1187 26
231 1702 13
231 2390 8
232 1457 17
232 2309 10
233 999 17
233 1251 17
233 1900 17
234 147 26
234 1199 16
235 473 15
235 585 18
235 714 3
236 234 25
236 415 24
237 274 4
237 1851 22
238 327 11
238 617 7
238 660 17
238 1395 21
238 1461 2
239 104 5
239 1076 18
239 1783 14
240 80 11
240 220 20
240 2089 12
241 1723 8
241 2046 6
241 2353 22
242 531 25
242 1263 10
242 1433 29
242 2451 3
243 609 19
243 1950 15
244 181 11
245 1168 27
245 1742 2
245 2176 18
247 749 11
247 1188 12
247 1203 12
247 1533 27
247 2076 5
248 1959 15
248 2109 18
249 15 7
249 298 21
249 584 27
250 612 27
250 852 15
250 1052 1
250 1341 14
250 1486 28
250 1885 3
251 102 25
251 1051 1
251 2266 2
251 2320 30
252 310 22
252 1385 18
252 2281 9
254 1439 13
254 1586 20
254 1775 19
254 1883 27
255 527 30
256 785 7
256 826 21
257 1668 9
257 1685 17
258 259 2
258 265 21
258 404 6
258 837 28
258 1009 5
258 1297 23
258 1684 4
258 2479 18
259 2387 11
260 72 22
260 89 2
260 1251 11
260 1567 5
260 1586 21
261 325 5
261 996 21
261 1050 21
262 35 28
262 708 21
264 1217 4
264 2172 15
265 339 21
265 1595 16
265 2491 4
266 844 2
266 1392 13
266 2070 25
267 1304 8
267 1876 25
267 2329 4
268 1459 17
269 1257 18
269 1836 24
269 2133 22
269 2233 15
270 999 20
271 822 6
271 1217 10
271 1648 7
271 2500 17
272 580 1
272 739 8
272 1545 19
273 1820 27
273 1876 20
273 2300 16
275 732 17
275 927 10
275 2113 13
275 2156 29
276 1064 6
276 1323 28
277 1437 12
277 2247 21
277 2381 23
278 128 5
278 448 25
278 600 18
278 713 4
278 1394 19
278 2098 13
279 893 20
279 1795 6
280 1472 28
281 97 3
281 1361 12
281 1532 17
282 2476 1
283 129 21
283 330 24
283 456 9
283 630 13
283 706 23
283 1675 27
283 2339 9
284 249 5
284 572 4
284 911 18
284 943 6
284 1397 17
284 1664 8
285 1828 11
286 1616 6
286 1675 11
287 673 2
287 1638 28
287 1645 15
287 1884 26
288 585 7
288 1212 19
288 1639 15
289 1633 11
290 853 30
290 1669 12
290 1753 8
290 1852 3
290 2371 16
291 93 25
291 1886 25
292 500 6
292 2260 10
293 142 3
293 437 19
293 697 24
293 1114 21
293 2108 19
293 2337 28
294 322 25
294 858 28
294 1103 4
294 1240 3
294 2355 28
295 1996 14
296 28 8
297 265 8
297 1202 7
297 1767 27
298 43 23
298 1898 3
298 2108 4
299 1826 3
299 1875 9
299 1964 14
299 2271 2
299 2297 12
300 1487 14
300 1803 26
301 805 27
301 2296 8
302 266 12
302 1098 3
302 1635 9
302 1913 14
302 2377 13
303 326 2
303 408 5
303 900 23
304 129 22
304 941 29
304 1027 13
304 1062 17
304 1836 1
304 1908 10
304 2102 30
305 60 30
305 262 9
305 1065 29
305 2351 26
306 553 23
306 666 1
306 1507 29
306 1575 25
306 1728 1
306 2190 5
307 72 19
307 317 12
307 477 18
309 900 6
309 1053 9
309 1506 17
310 2140 18
310 2198 3
311 109 17
311 1179 23
312 1211 7
312 2000 10
313 824 27
314 408 29
314 959 1
314 2127 17
315 637 3
315 1313 17
315 1928 9
315 2135 4
315 2282 9
316 1035 8
317 993 13
317 2112 7
318 770 26
318 1286 5
318 1476 29
319 330 16
319 355 22
320 541 29
320 1052 20
320 2166 2
321 407 10
321 1619 29
321 2260 29
321 2402 10
322 227 7
322 629 16
322 844 12
322 1624 23
323 1790 1
324 1496 18
324 1524 25
324 1724 27
325 2155 9
326 420 17
326 722 6
326 1112 11
326 1520 26
326 1762 14
326 1767 15
326 2024 4
326 2376 14
327 716 19
327 747 2
327 765 9
327 1415 15
327 1860 22
327 2000 24
327 2357 28
328 459 20
328 875 6
328 1407 29
328 1540 21
329 1493 4
330 450 20
330 568 1
330 614 3
330 2075 27
330 2279 12
330 2405 25
331 1017 27
331 2172 22
332 429 11
332 451 24
332 705 30
332 732 28
332 782 29
332 929 10
332 2025 23
332 2260 4
332 2363 16
333 146 18
333 457 17
333 1193 4
333 1729 19
333 1828 25
333 1899 19
333 2097 2
334 774 11
334 1560 8
335 644 13
335 879 16
335 1529 7
335 1975 3
335 2128 11
336 217 18
336 1191 25
336 1505 13
336 1607 14
337 404 29
337 2439 30
338 1581 11
339 940 20
339 1615 10
339 2034 4
339 2476 19
340 777 7
340 1030 24
340 1459 20
341 1498 29
341 1706 27
341 1954 6
343 860 16
343 1768 6
343 1883 1
343 2085 26
343 2386 22
344 228 11
344 1109 19
344 2324 2
345 645 19
346 634 1
347 822 9
347 951 17
347 1306 26
347 1615 20
348 723 4
349 1777 12
349 2374 2
350 761 17
350 1449 10
351 137 1
351 1809 27
351 2122 21
351 2152 11
353 145 22
353 173 1
353 604 9
354 1351 7
354 2001 21
355 872 8
355 2062 26
356 143 18
356 181 15
356 778 1
356 1887 10
357 421 3
357 544 14
357 620 21
357 815 21
357 1864 16
357 2060 1
358 1127 22
358 1212 16
358 2236 17
359 993 9
359 1315 5
359 2283 12
360 105 20
360 1744 7
360 1990 28
360 2162 22
362 832 29
362 1925 17
362 2238 12
364 815 1
364 1322 30
365 200 5
365 726 2
365 1840 29
365 1879 17
366 919 1
366 978 24
366 1825 4
367 52 15
367 1466 16
368 904 13
368 2026 9
369 302 29
369 718 25
370 1557 30
371 1287 6
371 1676 25
371 2400 13
372 464 22
372 1150 3
373 171 13
373 639 26
373 1580 14
374 453 2
374 597 24
374 627 4
374 2446 23
375 621 15
375 2456 12
376 2425 27
377 126 7
377 519 11
377 646 1
377 1789 8
378 346 9
378 1755 9
378 1785 8
378 1995 24
379 2102 12
379 2127 23
379 2327 9
380 299 16
380 1387 23
380 2280 8
381 60 3
381 1120 22
381 1548 5
381 1787 27
381 2156 26
382 188 26
382 1156 30
383 180 8
383 1074 14
383 2265 13
384 387 2
384 1857 29
384 2033 8
384 2266 16
385 398 13
385 752 19
385 977 12
385 1309 20
385 1367 22
386 279 4
386 515 27
386 2001 22
387 46 12
387 1199 27
387 1200 16
388 701 15
388 2002 11
389 209 24
389 922 23
389 1697 3
390 203 23
390 2086 25
390 2343 25
391 812 28
391 1117 13
391 2274 12
392 104 23
393 2041 12
394 559 20
394 1252 28
394 1505 17
394 1641 21
394 2189 27
395 203 24
395 1958 6
395 2241 9
395 2292 5
396 1004 10
396 1468 20
396 1901 26
396 2240 5
397 1335 9
398 970 17
399 1558 9
399 1881 5
400 1940 2
400 2061 23
401 619 15
401 629 18
401 1366 7
401 2018 17
402 950 10
403 486 1
403 1343 3
404 915 29
404 1777 14
405 884 7
406 47 14
406 292 17
406 1032 26
406 1416 11
407 800 25
407 1081 8
408 1562 7
409 399 19
409 1736 5
409 2090 8
409 2173 15
410 1361 6
411 1536 27
412 1366 10
412 1552 11
413 145 27
413 468 18
413 593 19
413 1489 1
414 1075 12
414 1387 3
414 2150 7
415 1033 29
415 1511 2
415 1677 16
415 1924 30
415 2255 24
415 2360 18
416 65 21
416 75 29
416 197 24
416 1849 4
417 193 16
417 601 11
417 1780 14
417 1937 10
418 1033 10
418 1399 13
418 2204 20
419 122 15
420 920 20
420 2135 4
421 1596 12
421 2247 8
421 2310 5
422 84 22
423 402 27
423 1004 23
424 647 2
424 719 27
425 214 26
425 695 27
425 911 26
425 1062 24
425 1570 20
425 1787 11
426 86 15
427 170 13
427 982 20
427 1667 5
427 1710 12
427 2049 14
427 2439 8
428 1936 19
428 2168 16
429 1231 14
429 2371 20
430 178 26
430 833 26
430 1239 10
431 2106 2
431 2311 7
432 849 5
432 869 13
432 2219 6
433 499 2
433 1210 27
433 1455 2
433 1520 16
434 347 20
434 937 21
434 1594 11
436 887 8
436 1119 16
436 1906 26
436 2373 27
437 317 18
437 1548 10
437 1791 10
438 235 7
438 310 7
438 1277 13
438 1341 12
438 1526 6
438 1745 1
438 1889 28
438 2031 19
439 542 20
439 985 15
439 1900 6
439 2182 21
440 948 16
440 1712 4
441 617 18
441 1691 20
441 1792 10
441 1889 19
441 2389 8
442 1090 11
442 1343 26
443 414 20
443 2301 23
444 631 6
446 436 27
446 1284 8
446 2243 23
447 2043 16
448 46 17
448 367 2
448 576 25
448 2424 24
449 23 30
449 870 7
449 1023 5
450 1024 6
451 563 7
451 2487 2
452 133 24
453 21 18
453 1022 16
453 2201 22
454 530 9
454 867 23
454 1998 25
454 2467 18
456 1183 5
456 1676 26
456 1761 28
457 26 4
457 548 7
457 576 23
457 755 23
457 1474 21
457 1767 20
458 272 12
458 469 21
458 629 12
459 191 27
459 466 7
459 546 5
459 2133 21
459 2173 30
460 334 5
461 183 19
461 1036 5
461 2337 10
462 59 17
462 342 28
462 1424 25
462 2499 4
463 120 6
463 649 8
463 1836 4
464 499 28
464 1016 3
464 1492 21
465 2179 24
466 974 28
466 1240 18
466 1366 28
466 1428 26
467 555 2
467 760 20
467 1081 17
467 1826 21
467 2078 1
468 495 29
468 831 2
468 1551 27
468 1700 5
468 1797 29
468 2349 9
469 1223 5
470 245 3
470 932 19
470 1934 1
470 2161 4
471 50 5
471 312 28
471 462 20
471 531 1
471 700 3
471 1676 28
472 398 26
472 684 23
472 1342 30
472 1815 9
472 1931 16
472 2330 19
474 231 18
474 2416 5
475 662 7
476 1877 20
477 351 25
479 259 15
479 1192 10
479 1444 17
479 2077 13
479 2460 4
480 52 6
480 434 17
481 497 24
481 654 6
481 2159 13
482 2418 26
483 166 25
483 312 5
483 519 21
483 790 21
483 829 3
483 2014 10
483 2050 21
484 301 27
484 987 7
484 1232 9
484 1767 11
485 451 28
485 1896 17
486 1546 19
486 2401 17
487 2227 4
487 2363 23
488 59 15
488 1313 23
489 831 9
489 1700 29
489 1754 25
490 246 18
490 1027 11
491 1405 20
491 1529 23
492 74 19
493 491 13
493 981 20
493 1121 24
493 1210 30
493 1429 14
494 65 28
494 186 20
494 1603 27
495 823 22
495 2171 29
496 75 17
496 1106 11
496 1442 28
496 1979 17
497 114 21
497 1747 25
497 2295 3
498 61 1
498 159 3
498 649 7
498 1179 24
500 1000 17
500 1630 21
501 1622 24
502 768 7
502 1506 7
503 1547 11
503 2120 9
504 818 26
504 893 25
504 1276 28
504 1445 30
504 1509 7
505 14 13
505 541 29
505 1273 20
505 1539 2
505 1693 10
506 621 8
506 1235 24
506 1918 9
507 526 17
507 1123 26
507 1850 6
508 369 3
508 1626 8
508 1734 22
509 444 6
509 1219 9
509 1292 25
509 1626 4
509 2055 24
510 318 11
510 453 16
510 2340 17
511 1328 10
511 1762 23
511 2073 20
512 88 18
512 740 10
512 1953 6
513 2186 7
514 510 2
514 2056 12
514 2413 19
514 2427 30
515 311 24
515 1338 21
515 1478 2
516 496 1
516 690 6
516 1126 10
516 1374 17
516 1612 1
517 137 7
517 139 20
517 2039 8
517 2145 28
518 619 17
518 719 8
518 1862 22
519 886 12
519 2267 1
519 2370 25
520 174 27
520 441 18
520 476 4
520 1297 11
520 2426 29
521 651 13
521 1707 13
522 1293 4
522 2069 20
523 299 14
523 429 16
523 1610 30
523 2453 5
524 130 9
524 1829 20
525 284 6
525 2029 1
526 474 17
526 1270 7
526 2324 18
526 2326 9
527 95 13
527 394 29
527 779 17
528 129 3
528 178 15
528 648 24
528 1282 16
529 723 18
529 806 25
529 2164 10
530 962 14
530 1054 4
530 1068 5
530 1738 17
531 1130 2
532 78 18
532 840 21
532 1948 27
532 1991 29
533 568 26
533 1603 12
533 1774 28
533 1973 22
533 1986 12
534 315 10
534 2110 28
535 817 13
535 1333 26
535 1909 26
535 2321 22
536 1356 5
537 1352 1
537 1365 20
537 1704 13
538 251 3
538 745 26
538 1635 6
538 2178 18
539 2367 13
540 1478 22
540 1528 20
541 136 18
541 348 17
542 189 16
542 1613 26
543 44 10
543 505 25
543 2071 16
543 2118 7
543 2336 23
544 154 11
544 1077 10
544 1473 21
544 2238 3
544 2328 22
545 1518 30
547 470 22
547 923 26
547 1759 17
547 2378 9
548 1997 17
548 2337 21
548 2361 9
549 609 28
549 615 3
549 637 3
549 1297 23
549 2212 1
550 1792 13
550 2487 5
551 604 14
551 2133 24
552 1282 22
552 1447 1
552 1704 9
552 1964 18
552 2209 2
553 414 26
553 431 25
553 1421 8
554 798 18
554 1515 28
554 1897 18
555 1818 30
556 599 22
556 2042 1
556 2230 21
557 42 5
558 637 26
558 768 8
558 1470 13
558 2304 4
558 2459 28
558 2482 22
559 1831 1
560 1794 23
561 961 16
561 1141 23
561 1199 15
561 1630 28
562 216 27
562 252 28
562 285 21
562 340 10
562 541 20
563 387 22
563 1601 19
563 1902 22
564 749 17
564 801 6
565 1007 21
565 1829 26
565 2005 3
566 1335 30
566 1363 26
566 1868 24
567 710 30
567 1247 16
567 1550 28
567 2075 17
568 197 23
569 643 2
569 700 20
569 1683 13
570 261 15
570 413 20
571 802 27
571 1011 1
571 1023 12
571 1038 11
571 1761 20
571 1901 30
572 51 30
572 1759 11
573 720 2
573 849 12
573 2367 24
574 1206 12
575 126 25
575 1746 10
576 696 17
576 1152 15
576 1802 5
576 1890 19
576 2309 7
577 486 22
577 2428 4
578 57 6
578 521 8
578 2103 23
579 2342 23
582 789 22
582 1424 17
583 1257 4
583 1805 26
583 2353 1
585 341 24
585 1330 14
585 2360 23
587 1856 27
588 1425 24
588 2456 13
589 529 19
589 959 16
589 1875 15
590 52 12
590 55 27
592 953 8
592 1955 23
592 2006 21
592 2070 17
593 480 2
593 555 27
593 602 13
593 1984 20
594 1148 3
594 1680 5
594 1755 16
594 2193 1
594 2500 4
595 273 30
595 515 15
595 683 25
595 753 16
595 1858 18
596 217 13
596 923 17
596 942 3
596 1957 26
596 2493 9
597 47 22
597 1365 12
597 2289 13
598 42 10
598 56 27
598 557 27
598 1007 21
598 1631 15
598 1747 4
599 349 5
599 1778 27
599 2096 12
600 331 6
600 723 23
600 1287 17
600 1632 18
600 2048 18
601 374 21
602 301 25
602 1771 10
602 2129 24
602 2268 24
603 107 24
603 720 10
603 1265 10
603 1944 3
603 2149 14
604 967 18
604 2444 6
605 1351 10
605 2266 18
606 579 19
606 1428 13
606 1679 1
606 1793 28
606 2019 1
607 391 27
607 1194 10
607 1446 15
607 1752 23
608 14 6
608 1247 11
608 1558 4
609 40 12
609 254 25
609 946 20
610 4 21
610 229 4
610 1778 2
611 32 15
611 115 13
611 245 17
611 260 30
611 1073 28
611 1459 27
612 346 9
612 365 23
612 404 2
612 1547 18
613 681 20
613 804 3
613 904 6
613 991 8
613 1633 15
614 478 6
614 1453 5
614 2297 15
615 1242 24
616 809 6
616 1327 29
616 1903 16
616 2166 11
616 2468 1
617 517 20
617 762 14
617 930 18
617 1277 1
618 368 26
618 1619 21
618 1738 3
618 1881 2
618 2096 26
618 2099 19
618 2378 2
619 1893 15
620 366 7
620 954 2
620 1742 7
620 2470 1
621 416 20
621 1465 26
622 507 3
622 1431 25
622 2075 3
623 686 18
623 861 22
623 2470 29
624 482 2
624 510 15
624 891 26
624 1920 23
625 1376 1
625 1772 29
625 2066 23
626 762 12
626 980 12
626 1055 2
626 1468 4
626 1783 30
627 867 23
627 2102 6
628 187 1
628 270 18
628 586 17
628 603 2
628 1022 2
628 1609 15
628 2401 4
629 1402 1
631 207 15
631 1814 15
631 1986 26
631 2232 18
633 126 9
633 405 21
633 965 27
633 1397 22
633 2003 19
634 2277 20
634 2443 6
635 105 15
635 524 12
635 1165 28
635 1502 13
635 1805 27
635 2332 9
636 447 16
636 1511 28
636 1628 13
636 2025 7
636 2216 12
637 720 10
637 1543 8
638 280 21
638 1117 18
638 1802 1
639 256 15
639 338 25
639 630 26
639 838 15
640 1584 9
640 1824 10
641 2299 2
642 698 18
642 1405 10
642 1808 22
643 494 6
643 1333 23
643 1550 3
644 311 26
644 847 29
645 152 9
645 377 7
645 576 18
645 1568 13
646 395 25
646 594 19
646 797 20
647 274 15
648 286 23
648 1513 27
648 2473 26
649 295 2
649 1630 26
650 118 9
651 1008 12
652 569 18
652 1515 23
652 1583 6
652 1629 14
652 2349 29
653 175 6
653 1318 15
654 949 30
654 1275 16
655 295 17
655 1325 22
655 1833 21
655 1871 9
656 30 16
656 100 16
656 217 29
656 284 24
656 723 15
656 954 17
656 975 6
656 1203 9
657 1458 5
657 1731 25
657 2020 15
657 2175 27
658 31 21
658 1623 3
658 1803 20
658 2332 8
659 2358 11
660 1295 23
660 1366 26
661 499 25
661 621 28
661 1058 9
661 1208 23
662 1272 26
662 1743 15
662 1823 22
662 2282 11
663 1595 1
664 62 5
665 1611 1
665 1828 10
666 448 20
666 859 17
667 1204 8
667 2496 13
668 1539 1
669 349 16
669 1322 10
669 2384 1
671 1648 20
671 2323 5
672 1183 8
672 1203 8
672 2073 17
673 1617 10
673 2421 20
674 2420 25
675 1046 12
675 1450 12
675 2405 20
676 850 6
676 1232 2
677 483 20
677 1848 20
678 2081 27
678 2306 4
679 791 11
679 1424 7
680 1468 27
680 1707 8
681 215 29
681 1081 28
681 1399 19
681 1920 15
681 2035 5
682 440 24
682 1791 7
682 2035 13
683 2288 3
683 2426 30
684 1544 24
685 89 7
685 349 29
685 639 2
685 986 16
685 1458 30
685 1472 21
686 1171 10
686 1614 11
687 439 24
687 1228 29
687 1441 8
687 2137 25
687 2187 10
688 260 27
688 798 13
688 841 5
688 879 29
688 1038 19
688 1171 1
688 1435 28
688 1445 18
688 1687 28
689 688 17
690 376 24
690 440 25
690 1753 10
690 2295 23
691 443 7
691 1218 4
691 1564 14
692 1868 30
693 1934 11
693 2486 4
694 771 23
694 1561 26
694 1664 3
694 1870 5
695 239 27
695 887 13
695 1464 29
695 1635 17
696 218 12
696 1279 15
697 966 26
697 1948 8
698 576 28
698 1747 30
699 324 28
699 543 8
699 1273 1
699 1621 26
699 2030 17
699 2077 20
699 2329 12
700 311 3
700 657 14
700 1919 13
701 1125 17
701 1526 12
701 2055 16
701 2182 30
702 1924 12
702 1934 18
702 2409 25
703 114 26
703 405 5
703 567 27
703 894 1
703 2376 1
704 298 1
704 683 21
704 1049 17
704 1578 12
705 872 5
705 1149 4
705 1354 11
705 1722 24
705 2089 4
705 2233 8
706 219 2
706 375 26
706 1435 3
706 1680 18
706 1698 15
706 1717 6
706 2371 20
707 465 21
707 690 18
707 2437 6
708 2364 2
708 2367 26
709 407 27
709 503 5
709 823 13
709 1274 21
709 1889 1
710 160 18
710 394 9
710 419 23
710 693 10
710 2113 9
710 2187 13
711 363 27
711 1518 12
711 1528 9
711 2418 22
712 232 22
712 410 25
712 1441 25
712 2072 22
713 1742 26
714 664 12
714 1231 16
714 2184 5
714 2224 19
715 551 22
715 1416 17
715 1858 9
716 749 1
717 881 14
718 498 10
718 1475 18
718 1521 3
718 1841 15
718 2139 1
718 2449 15
719 485 7
719 1035 10
719 2139 24
719 2446 29
720 586 11
720 1270 24
720 2096 11
721 141 29
721 277 6
721 497 11
722 202 21
723 1552 19
724 2494 5
727 1199 7
729 14 10
729 906 22
729 1221 19
730 583 18
730 760 27
730 1323 7
731 281 9
731 1206 13
732 17 7
732 208 1
732 801 18
732 2019 8
733 904 19
733 1630 20
734 252 22
734 359 11
734 1045 5
734 2134 20
735 380 12
735 666 28
735 983 18
735 1242 22
735 1328 21
735 1764 20
735 2020 21
736 660 18
736 1051 1
736 1581 11
736 1745 7
738 700 27
738 752 17
738 774 8
738 1307 19
738 1587 27
738 2306 25
739 493 7
739 933 25
740 992 25
740 1466 11
740 2196 1
741 2366 18
742 886 28
742 1153 9
742 1944 6
742 2172 18
742 2202 22
743 1952 8
