200 600
156 195 4
157 11 28
157 32 8
157 86 6
157 91 13
157 109 14
158 24 15
158 175 5
159 26 11
159 115 2
159 128 21
159 132 27
160 178 28
160 187 27
162 156 14
163 29 30
163 115 16
163 144 5
163 173 1
164 15 30
164 93 21
164 158 30
165 45 2
165 137 2
165 179 6
166 40 2
166 124 19
166 169 27
167 84 10
167 94 16
167 167 15
168 175 13
169 22 13
169 151 14
169 173 11
170 76 26
170 84 27
170 132 17
170 143 22
171 11 29
171 78 10
171 94 12
171 151 25
172 27 7
172 105 8
172 109 30
173 32 6
173 123 16
174 4 27
174 17 29
174 120 15
174 126 9
174 159 28
174 161 16
175 13 11
175 91 25
175 95 18
176 73 21
176 77 13
177 144 19
177 157 6
177 181 27
178 101 1
179 18 19
179 73 10
179 146 3
180 19 6
180 31 28
180 38 19
180 56 27
180 88 18
180 125 28
181 13 30
181 43 4
181 137 27
181 153 8
182 30 4
182 104 24
183 26 15
183 78 22
183 184 22
183 188 29
183 198 30
184 91 12
184 161 6
185 65 2
185 83 6
185 102 15
186 19 23
187 66 19
188 93 3
188 110 20
188 122 7
189 18 26
189 48 30
189 96 9
189 120 28
190 20 27
190 31 28
190 81 17
191 62 15
191 81 16
191 143 6
191 144 15
191 178 19
192 171 2
193 77 14
193 104 14
193 180 26
194 12 28
194 23 5
194 29 9
194 82 18
194 140 27
194 200 20
195 103 23
195 143 28
195 167 18
196 7 30
196 74 12
197 4 6
197 93 2
197 164 2
198 86 4
198 157 19
199 64 23
199 73 4
199 111 17
199 169 20
199 200 2
200 1 25
200 63 4
200 77 17
200 159 30
200 176 18
200 177 27
