400 1000
82 241 22
83 92 10
83 198 25
83 399 5
84 284 14
85 194 30
85 295 23
86 194 3
86 227 27
86 262 22
86 266 29
86 323 24
87 203 28
88 127 9
88 339 15
89 105 21
89 137 21
89 219 22
89 341 15
90 219 28
90 230 30
90 372 27
91 345 28
92 37 20
92 287 7
93 278 13
93 343 24
94 159 15
94 273 26
95 35 27
96 99 17
96 203 17
96 267 6
96 291 3
96 334 13
97 233 19
98 300 3
99 42 5
99 56 13
99 98 29
99 357 26
100 240 3
100 250 14
102 369 15
104 125 3
104 267 29
104 272 27
105 179 23
105 293 12
106 128 11
106 336 12
107 15 11
107 52 30
107 230 2
107 313 1
107 316 6
108 113 14
108 123 16
108 211 13
108 239 1
110 72 12
110 212 21
110 335 9
111 12 17
111 129 24
111 363 21
112 198 27
112 233 18
112 280 25
112 329 1
112 332 8
112 360 12
113 239 3
113 342 22
115 122 27
115 271 5
115 286 12
115 394 23
116 88 19
116 179 23
116 282 26
116 377 23
117 162 25
118 20 25
118 175 24
119 73 25
120 117 30
120 368 29
121 233 11
124 4 4
124 304 29
124 372 14
125 24 25
126 23 7
126 244 1
126 285 18
126 353 27
127 24 19
127 196 27
127 203 21
127 256 12
127 269 4
127 347 2
128 111 14
128 253 25
129 251 20
130 256 11
131 10 28
131 185 5
131 197 21
131 303 20
132 177 30
132 288 13
132 354 15
133 247 24
134 19 6
134 45 1
134 161 15
134 169 4
134 284 3
134 292 19
135 1 2
135 43 17
135 264 5
135 395 8
136 274 9
136 299 22
136 370 4
138 90 27
140 64 18
140 65 16
140 202 30
141 21 21
141 200 10
142 160 14
142 262 8
143 33 29
143 149 16
143 158 5
144 184 25
144 187 6
145 7 17
145 158 24
146 53 19
146 156 1
147 48 9
147 60 16
147 84 23
147 162 16
147 209 12
147 238 26
147 242 26
147 354 5
148 162 12
148 348 30
149 35 13
149 238 20
150 43 13
150 285 8
150 314 8
151 167 30
152 58 16
152 366 8
153 58 12
153 230 25
153 249 13
153 299 11
154 18 15
156 67 28
158 59 16
158 270 10
159 47 3
159 132 24
159 182 25
159 325 13
160 60 16
160 221 4
160 225 21
160 308 8
160 387 11
161 15 2
161 125 3
163 330 6
163 332 6
164 16 6
164 129 27
165 201 10
165 330 17
166 19 9
166 63 18
166 238 25
166 261 8
167 51 25
167 187 2
167 244 11
167 322 19
167 330 6
168 174 22
168 245 3
169 141 3
170 90 29
170 91 4
170 157 27
171 108 22
171 331 29
171 341 2
172 39 7
172 108 24
172 178 22
173 6 6
173 317 4
173 356 23
174 138 1
174 161 1
175 59 28
175 70 6
176 20 27
176 251 30
177 100 23
177 224 5
177 312 9
177 372 9
178 23 4
178 272 3
178 389 2
178 392 6
179 51 21
179 161 7
179 316 19
180 26 15
180 88 1
181 74 9
181 163 11
181 254 19
181 264 30
181 395 9
183 364 20
184 160 28
185 224 24
185 341 3
185 370 26
186 12 19
186 162 25
186 367 26
187 362 19
188 72 15
188 270 23
188 395 7
189 220 14
189 225 15
190 38 11
190 278 22
190 313 23
190 324 6
192 126 16
192 363 16
192 386 3
193 174 6
193 342 22
194 373 22
194 387 12
195 244 14
195 373 30
196 94 22
196 145 3
196 174 22
197 122 22
197 157 22
197 313 11
198 89 7
201 40 25
201 353 6
202 127 25
202 172 11
202 206 1
202 224 13
202 273 17
202 335 24
203 136 11
204 109 30
204 257 30
204 270 13
204 304 13
205 11 15
205 59 18
205 142 28
205 321 30
205 352 21
205 386 25
206 153 14
206 376 4
206 398 29
207 89 27
207 256 3
208 131 12
208 226 29
208 328 16
208 360 4
209 172 13
209 293 27
209 365 2
210 211 29
211 229 2
212 243 27
212 264 9
213 2 25
213 305 1
213 340 18
213 359 10
213 389 12
214 11 9
214 71 9
214 222 24
214 227 22
214 368 23
215 39 4
215 130 11
215 275 15
216 149 24
216 294 6
216 317 28
217 187 19
217 289 26
218 20 16
218 53 21
218 238 7
218 280 15
219 138 7
220 291 2
221 312 19
222 18 3
222 136 4
222 291 17
223 152 26
223 197 30
225 368 17
228 363 12
228 394 30
229 288 4
229 307 21
230 2 11
230 396 13
231 231 30
231 340 5
231 368 26
232 200 14
232 345 30
232 353 6
233 139 28
233 186 23
234 213 3
235 112 17
235 165 11
235 244 28
236 31 25
236 49 23
236 141 27
236 284 9
237 147 21
237 226 28
237 356 19
238 178 15
239 77 1
239 187 27
240 272 11
242 201 22
243 6 13
243 239 22
243 313 22
244 61 9
244 142 13
244 282 24
245 288 13
245 359 4
246 35 20
246 78 30
246 188 17
246 239 19
247 223 27
247 398 7
249 39 3
249 114 30
249 166 15
249 233 5
249 270 19
250 45 9
250 257 20
250 384 15
250 398 9
251 87 10
251 153 13
251 331 27
252 1 25
252 178 5
253 53 15
253 192 27
253 400 27
254 85 28
254 215 10
254 220 10
254 229 28
254 243 14
255 364 25
256 224 2
258 249 17
258 339 7
258 346 1
258 396 26
259 223 25
260 42 19
260 97 24
260 329 20
261 145 18
261 352 30
262 34 24
262 161 29
262 211 1
262 230 13
263 87 13
263 198 9
263 362 15
263 366 17
263 388 28
264 116 9
264 120 14
264 182 12
264 240 27
265 103 2
265 241 1
265 282 6
266 19 11
266 96 20
266 202 20
266 284 27
266 374 13
267 291 28
268 20 3
268 182 5
268 202 15
269 35 20
269 186 24
269 294 8
269 352 9
269 355 3
270 266 30
270 308 24
270 373 1
271 115 30
271 175 29
271 195 6
271 259 30
272 78 13
273 48 22
273 134 19
274 68 13
277 78 5
277 92 1
277 310 9
278 26 6
278 153 23
278 299 14
279 96 8
279 113 5
280 96 25
280 236 27
280 307 17
281 9 23
281 20 29
281 390 22
282 155 7
282 213 10
282 287 15
283 6 7
283 87 18
283 331 17
284 87 6
284 148 4
285 269 10
285 287 5
286 140 2
286 204 15
286 282 26
287 84 6
287 242 6
287 304 15
288 117 18
288 197 3
288 325 15
288 391 26
289 63 30
289 203 29
289 267 1
289 292 8
289 326 3
290 53 26
290 160 26
290 283 12
291 46 18
291 53 24
291 194 3
291 321 16
292 3 4
292 379 9
293 93 22
293 148 13
293 194 17
293 266 19
294 118 8
294 121 26
294 185 15
296 16 9
296 308 10
296 397 11
298 141 6
298 321 8
298 341 25
299 135 23
300 66 10
300 81 1
300 244 10
300 299 9
300 305 29
300 356 3
301 5 8
302 184 24
302 217 28
302 394 3
303 82 5
303 117 7
303 148 19
303 185 29
304 44 14
304 263 14
304 265 7
304 288 6
304 324 18
305 74 23
305 263 16
307 121 26
307 305 19
308 15 1
308 267 26
308 308 28
308 394 11
309 39 24
309 55 5
309 96 5
309 237 16
309 336 6
309 337 27
310 304 18
311 169 7
312 28 25
312 42 20
312 97 6
312 282 10
312 321 9
313 79 9
313 157 14
314 72 15
316 87 19
316 228 12
316 386 28
317 52 24
317 283 10
317 284 25
317 298 11
317 370 3
318 21 3
318 27 28
318 203 13
318 294 3
318 299 16
318 363 2
319 175 5
319 231 9
320 42 29
320 46 1
320 305 24
320 388 4
321 71 27
321 131 3
321 362 2
322 141 13
322 227 14
322 332 8
323 21 23
323 142 22
323 248 8
323 271 28
323 299 28
323 308 26
323 363 2
323 396 26
324 360 11
325 101 11
325 136 12
325 184 21
325 192 5
326 71 14
327 126 11
327 147 9
327 277 8
327 301 26
328 93 11
328 105 12
328 165 4
328 243 9
328 346 12
329 19 19
329 80 4
329 256 30
330 207 14
330 237 28
330 248 13
331 36 27
331 304 5
332 235 27
333 301 19
334 244 12
335 20 24
335 202 16
336 27 29
337 34 25
337 301 3
338 136 9
339 312 28
340 398 15
341 75 21
342 14 2
342 57 20
343 44 1
343 55 11
343 96 28
343 381 26
344 62 13
344 181 1
345 66 29
345 115 13
346 132 5
346 151 10
346 156 8
346 314 4
346 387 23
347 171 5
348 166 8
348 201 19
348 252 9
348 373 4
349 87 29
349 175 12
349 191 28
349 273 15
350 107 10
350 330 14
350 337 9
351 179 18
351 203 11
351 374 15
352 300 9
353 37 13
353 256 5
353 389 9
354 80 15
354 312 24
354 376 27
354 384 27
355 157 24
355 197 17
356 74 1
356 84 28
356 241 26
356 351 8
357 174 24
357 390 10
359 181 13
360 16 1
360 152 29
361 1 13
361 38 5
361 372 27
361 397 25
362 14 24
362 191 3
362 255 4
363 127 7
363 178 4
363 239 22
364 85 18
364 154 18
365 16 22
365 112 22
366 376 22
367 19 22
367 53 28
367 204 7
368 153 18
368 203 16
368 277 1
369 176 5
369 223 16
370 353 20
370 386 22
371 249 23
371 314 13
371 325 2
372 230 5
372 317 14
373 19 30
373 132 10
373 209 10
373 232 18
374 299 4
375 120 25
375 124 13
375 141 7
375 169 1
377 198 16
377 220 20
377 234 10
377 348 3
378 85 3
378 87 23
378 260 17
378 284 25
378 336 20
379 22 23
379 131 12
379 230 5
379 237 15
379 245 8
379 252 20
380 66 5
380 107 30
380 139 5
381 91 17
382 69 1
382 114 1
382 239 22
382 241 22
382 364 10
383 12 23
383 205 1
383 297 13
384 67 17
384 205 13
384 337 12
385 71 10
385 115 20
386 191 23
387 325 11
387 338 15
388 160 26
389 90 4
389 207 1
389 235 20
390 24 23
390 52 15
390 365 1
391 184 20
391 249 30
392 2 9
392 58 1
392 124 4
392 320 30
393 88 5
393 97 12
393 149 30
394 102 6
394 212 26
394 310 13
394 318 7
395 219 10
396 35 13
396 172 20
396 235 19
396 374 18
397 19 23
397 114 28
397 342 7
397 357 15
398 276 30
400 186 21
