30 800
12 22 6
12 23 25
12 24 18
12 25 17
12 26 20
12 27 17
12 28 13
12 29 10
12 30 27
13 1 7
13 2 4
13 3 4
13 4 29
13 5 26
13 6 22
13 7 6
13 8 19
13 9 15
13 10 22
13 11 25
13 12 14
13 13 13
13 15 26
13 16 18
13 17 17
13 18 19
13 19 13
13 20 26
13 21 12
13 22 23
13 23 24
13 24 9
13 25 17
13 26 4
13 27 17
13 28 6
13 29 12
13 30 30
14 1 16
14 2 8
14 3 28
14 4 11
14 5 3
14 6 27
14 7 28
14 8 16
14 9 24
14 10 16
14 11 23
14 12 15
14 13 11
14 15 6
14 16 27
14 17 28
14 18 16
14 19 5
14 20 16
14 21 20
14 22 23
14 23 19
14 24 12
14 25 8
14 26 20
14 27 20
14 28 3
14 30 6
15 1 26
15 2 14
15 3 5
15 4 3
15 5 21
15 6 3
15 7 13
15 8 15
15 9 29
15 10 2
15 12 1
15 13 22
15 14 18
15 15 23
15 16 29
15 17 28
15 18 20
15 19 25
15 20 25
15 21 27
15 22 22
15 23 2
15 24 16
15 25 14
15 27 13
15 28 27
15 30 21
16 1 2
16 2 17
16 3 24
16 4 7
16 6 4
16 7 7
16 8 4
16 10 28
16 11 20
16 12 6
16 13 2
16 14 26
16 15 26
16 17 3
16 18 18
16 21 9
16 22 20
16 23 10
16 24 7
16 25 9
16 26 22
16 27 24
16 28 3
16 29 18
16 30 15
17 1 27
17 2 4
17 3 28
17 4 9
17 5 22
17 6 10
17 7 10
17 8 30
17 9 25
17 10 8
17 11 3
17 12 2
17 13 11
17 14 22
17 15 13
17 16 8
17 17 23
17 18 30
17 19 3
17 20 26
17 21 18
17 23 4
17 24 7
17 25 19
17 26 10
17 27 16
17 28 10
17 30 3
18 1 10
18 2 20
18 3 9
18 4 6
18 5 15
18 8 6
18 9 6
18 10 6
18 11 8
18 12 7
18 13 28
18 14 2
18 15 15
18 16 22
18 17 25
18 18 17
18 19 14
18 20 7
18 21 25
18 22 6
18 23 29
18 24 19
18 25 23
18 26 16
18 28 22
18 29 30
18 30 4
19 1 24
19 2 15
19 3 6
19 4 18
19 5 16
19 6 25
19 8 27
19 9 22
19 10 9
19 12 24
19 13 19
19 14 6
19 15 1
19 16 26
19 17 25
19 18 3
19 19 2
19 20 17
19 22 27
19 23 18
19 24 30
19 25 26
19 26 4
19 27 27
19 28 24
19 29 23
19 30 12
20 1 1
20 2 6
20 3 11
20 4 4
20 5 29
20 6 17
20 7 1
20 9 17
20 10 2
20 11 25
20 12 5
20 13 15
20 14 25
20 15 28
20 16 4
20 17 23
20 18 21
20 19 21
20 20 17
20 21 15
20 22 22
20 23 3
20 25 3
20 26 9
20 27 24
20 28 20
20 29 13
20 30 13
21 2 5
21 4 27
21 5 24
21 6 5
21 8 2
21 9 4
21 10 1
21 11 1
21 12 12
21 13 1
21 14 9
21 15 5
21 16 18
21 17 13
21 18 20
21 19 4
21 20 2
21 21 15
21 22 18
21 23 14
21 24 5
21 25 5
21 26 28
21 27 26
21 28 29
21 29 1
21 30 26
22 1 15
22 2 20
22 3 30
22 4 27
22 5 17
22 6 26
22 7 20
22 8 21
22 9 20
22 10 15
22 11 13
22 12 20
22 13 18
22 14 14
22 15 20
22 16 22
22 17 23
22 18 2
22 19 3
22 20 26
22 22 25
22 23 17
22 24 14
22 25 9
22 26 13
22 27 10
22 29 28
22 30 30
23 1 30
23 2 20
23 3 26
23 4 14
23 5 2
23 7 17
23 8 2
23 9 18
23 10 13
23 11 13
23 12 8
23 13 2
23 14 27
23 15 21
23 16 13
23 17 6
23 18 26
23 19 2
23 20 28
23 21 18
23 22 25
23 23 22
23 24 5
23 25 11
23 27 1
23 30 18
24 1 11
24 2 13
24 3 19
24 4 9
24 5 13
24 6 19
24 7 28
24 8 30
24 9 24
24 10 29
24 12 16
24 13 26
24 14 8
24 15 20
24 16 8
24 17 8
24 18 13
24 21 27
24 22 28
24 23 25
24 24 2
24 25 15
24 28 18
24 29 21
24 30 24
25 1 4
25 2 5
25 3 28
25 7 15
25 8 5
25 9 8
25 10 25
25 11 9
25 12 26
25 13 25
25 14 13
25 15 14
25 17 23
25 19 12
25 20 30
25 21 13
25 22 20
25 23 25
25 24 21
25 25 9
25 28 24
25 29 28
26 1 22
26 2 12
26 3 17
26 4 8
26 5 6
26 6 23
26 7 26
26 8 18
26 9 16
26 10 29
26 11 22
26 12 13
26 13 5
26 14 26
26 15 12
26 16 22
26 18 27
26 19 8
26 20 16
26 21 9
26 23 13
26 24 30
26 25 21
26 26 12
26 27 5
26 28 2
26 29 28
26 30 17
27 1 10
27 2 14
27 3 14
27 4 23
27 5 25
27 6 22
27 7 1
27 8 30
27 9 6
27 10 26
27 11 18
27 13 21
27 14 16
27 16 1
27 17 25
27 18 21
27 19 27
27 20 7
27 21 12
27 22 15
27 23 6
27 24 19
27 25 23
27 26 18
27 27 19
27 28 5
27 29 30
27 30 23
28 1 6
28 3 27
28 4 9
28 5 8
28 6 10
28 7 14
28 8 30
28 9 27
28 10 27
28 11 30
28 12 18
28 14 2
28 16 17
28 17 5
28 18 14
28 19 25
28 20 6
28 21 30
28 22 15
28 24 24
28 25 28
28 26 18
28 27 8
28 28 3
28 29 28
28 30 22
29 1 21
29 2 16
29 3 27
29 4 20
29 5 30
29 6 24
29 7 8
29 9 30
29 10 1
29 11 10
29 12 13
29 13 1
29 14 6
29 16 9
29 17 30
29 18 23
29 19 2
29 20 9
29 21 20
29 22 7
29 23 3
29 24 17
29 25 7
29 26 9
29 27 2
29 28 4
29 29 18
29 30 1
30 1 7
30 2 15
30 3 22
30 4 27
30 5 23
30 6 10
30 7 8
30 9 22
30 10 4
30 12 7
30 13 22
30 16 4
30 17 16
30 18 26
30 19 4
30 20 13
30 21 27
30 22 26
30 23 6
30 24 28
30 25 4
30 26 17
30 27 5
30 28 28
30 29 3
30 30 11
