5000 12000
193 1121 18
193 1383 20
193 3732 14
193 4498 16
194 4767 25
195 2372 17
195 3437 29
195 3587 11
196 1947 7
196 2333 10
197 246 23
197 488 4
198 200 13
198 1884 27
198 3470 15
198 4483 27
198 4945 27
199 1631 22
199 1988 30
199 2102 1
199 2116 21
200 2171 18
200 2494 1
200 4869 30
201 969 16
201 1250 5
201 1452 27
201 2357 9
201 3770 10
202 1133 16
202 2128 3
202 2471 27
203 2027 5
203 3258 9
203 3494 4
203 4726 29
204 175 17
204 2690 24
205 281 9
205 1167 15
205 2432 26
205 3681 24
206 1056 18
206 1773 30
206 4278 12
207 290 24
207 1100 26
207 3903 8
208 113 15
208 879 17
208 1106 8
208 1941 5
208 4684 4
209 763 30
209 1110 26
209 1717 19
209 1831 26
210 4087 15
211 2143 20
211 2577 5
211 3568 30
212 2328 14
213 1083 24
213 2421 26
213 2861 14
213 3630 27
214 1212 24
214 2647 30
214 2812 21
214 2894 25
214 3864 6
214 4369 16
215 879 18
215 3160 23
215 3641 15
216 1977 29
216 2753 8
216 3343 2
217 1538 7
218 253 22
218 3629 18
219 109 6
219 1408 19
219 2135 22
220 1663 28
220 3053 6
221 4765 2
222 443 23
223 1143 20
224 148 21
224 2122 28
225 2568 11
225 2632 5
225 3269 21
225 3322 6
226 2725 10
226 4053 17
227 644 22
227 3590 2
228 3251 29
228 3324 16
229 1141 7
229 2439 6
229 2866 25
230 345 22
230 1816 12
231 2242 15
231 3700 29
231 3808 5
231 4436 13
233 2144 13
233 3003 15
233 4228 19
233 4634 1
233 4781 28
235 1902 8
235 2454 28
235 3411 29
236 1737 30
236 3971 18
237 1570 12
237 3534 27
239 1261 20
239 1359 8
239 2003 9
239 4156 26
240 2064 17
240 3585 18
241 1616 9
241 1937 18
241 3339 8
242 1224 16
242 1534 25
242 3859 14
243 240 2
243 1286 8
243 2682 17
243 2795 16
244 4377 6
245 4927 22
246 1187 29
247 1653 18
247 2614 28
248 32 9
248 397 18
248 2918 25
249 4827 16
252 1734 8
252 3205 15
252 3941 15
252 4719 25
253 131 18
253 3609 4
253 4000 6
253 4879 25
254 1662 12
254 1906 23
255 2205 4
255 2882 21
255 3219 1
256 302 13
256 1913 29
256 4147 8
257 141 29
257 561 12
257 921 9
257 1335 6
257 2446 20
258 2104 25
258 2320 12
259 830 3
259 1078 23
259 1781 29
259 4688 30
260 719 1
260 743 9
261 4147 24
262 4661 8
263 573 16
263 577 1
263 2590 22
263 3041 2
263 4655 18
264 2154 17
265 3355 7
265 4313 5
266 167 21
266 883 30
266 2620 8
266 3125 11
267 3019 22
267 3592 20
267 4530 9
267 4652 30
268 1213 11
268 1341 20
268 2659 8
268 3663 16
269 426 2
269 2340 2
269 4243 27
269 4994 4
270 1156 16
271 2209 18
271 2731 4
272 1288 8
272 3365 18
272 4855 19
274 22 15
274 974 3
274 2763 19
274 4669 29
278 1710 26
279 248 29
279 3282 7
279 3466 24
279 4247 3
280 4096 27
280 4548 23
281 431 2
281 2662 8
281 3063 7
281 3093 13
281 3285 16
282 67 6
282 1090 23
282 2977 28
283 476 5
284 958 9
285 150 29
285 1302 29
285 2822 27
287 378 2
287 1591 6
288 699 14
288 1316 5
288 2881 14
288 4966 1
289 2492 24
289 2771 20
290 1718 25
290 1833 4
290 3477 10
290 4511 12
290 4520 24
291 1083 17
291 3344 6
292 3178 18
292 3350 13
293 1415 20
294 816 11
294 4170 20
295 874 26
295 2491 24
295 4336 28
296 69 23
296 1645 8
297 651 25
298 99 28
298 2820 8
298 2833 23
299 290 18
299 4865 5
299 4893 24
300 63 23
300 410 10
300 1444 21
301 363 6
301 3898 3
302 1342 6
302 2300 18
302 3553 19
302 3655 1
302 3855 27
302 3899 1
303 829 25
303 1926 5
303 2969 6
303 3154 12
303 4071 10
304 1052 17
304 1658 23
304 4511 21
304 4679 13
305 3490 8
306 553 18
306 2005 5
306 2099 7
307 241 12
307 2750 24
308 929 15
308 1869 26
308 2864 11
308 3333 11
308 3738 12
309 1783 4
309 4218 12
310 1003 24
310 2372 1
311 2506 6
311 3390 29
311 4056 10
312 1929 25
312 2930 29
312 3628 29
313 84 17
313 753 15
313 1723 3
313 3137 14
313 3819 19
313 4260 12
314 3835 30
314 4914 3
315 2777 3
316 1920 4
317 4257 10
317 4994 20
318 2666 9
318 3673 16
318 4764 24
319 3380 24
319 3701 22
320 4178 11
321 986 5
322 3684 2
322 3976 22
323 2111 30
323 3612 14
323 4315 15
324 209 22
324 1557 11
324 2359 5
325 1168 2
325 2821 27
325 4096 26
326 2218 30
326 2486 13
327 2479 10
328 480 2
328 867 18
328 1487 28
328 1863 6
328 2241 18
328 3370 30
329 3138 8
329 4320 21
330 376 1
330 3866 19
330 4123 21
330 4762 9
331 1065 4
331 1498 15
331 2475 30
332 497 15
332 4842 11
333 573 24
333 1446 28
333 2542 10
333 4332 29
334 318 5
334 2123 23
334 3342 9
334 3401 9
334 4859 24
335 2801 6
335 4106 4
336 1090 23
337 2233 18
337 3172 6
337 4288 25
338 1793 28
338 2323 3
338 2448 22
338 3631 15
338 4606 25
339 93 29
339 4375 27
340 415 25
341 476 9
342 1469 10
342 4491 25
343 271 13
343 1725 16
343 2191 25
343 3484 27
344 73 26
344 599 18
344 1612 24
344 3308 27
344 4125 16
346 1213 28
348 430 19
348 2021 16
348 2146 29
349 4965 5
350 2443 21
352 432 2
352 786 27
352 1381 1
352 4071 7
353 4038 13
354 1720 28
355 8 2
355 2554 4
355 4404 4
356 3755 18
357 1823 24
359 67 22
359 1507 4
360 984 3
360 4183 1
361 765 29
361 1187 15
361 4054 16
361 4781 23
362 2921 11
362 4524 3
362 4809 2
363 1452 26
363 2762 21
363 4392 9
364 345 16
364 4341 2
366 80 24
366 837 14
367 3397 6
369 933 7
369 2378 7
369 2483 2
369 3614 29
369 4105 6
370 2225 7
371 3223 26
372 377 7
372 4200 10
372 4248 21
373 2619 24
373 4860 4
374 244 12
374 2909 27
374 3839 6
375 148 13
375 2271 17
375 3937 12
376 228 20
377 280 1
378 1564 22
378 4602 15
378 4881 2
379 4571 9
381 2399 5
381 2640 2
381 3085 24
382 433 6
382 1522 18
382 2065 29
382 4587 3
383 1220 16
384 465 6
384 3914 27
385 75 14
385 372 11
385 692 3
385 3935 1
386 466 9
386 843 12
386 1855 21
386 2386 24
388 2351 7
388 3173 2
388 4525 12
389 207 4
389 2116 6
389 4405 29
390 1137 15
390 2764 18
390 3353 29
391 2194 28
391 4003 2
391 4109 23
392 1965 7
392 2856 28
392 3467 16
392 4715 22
393 919 26
393 2169 3
393 3022 21
394 1148 28
394 3089 10
394 4353 26
395 2665 24
395 4706 23
395 4980 28
396 2461 18
396 2800 23
397 3708 6
398 220 30
398 1933 13
398 4490 21
399 526 28
400 268 7
400 4447 2
401 1365 24
401 2170 4
402 2985 22
402 3473 30
402 4139 21
402 4972 21
403 41 28
403 2011 14
403 4431 5
403 4963 26
404 923 12
404 3585 20
405 6 9
405 456 29
405 1204 15
406 355 29
406 983 26
406 1184 24
406 2902 16
406 3924 12
407 2501 17
407 2506 13
407 3182 29
407 4112 1
407 4935 10
408 2115 20
408 3998 14
409 2001 30
410 368 10
410 1783 12
410 4125 2
410 4153 3
411 1194 15
412 437 23
412 707 2
412 713 6
412 844 5
412 1722 21
412 4781 11
413 36 1
413 424 8
413 599 22
413 736 21
414 3397 17
414 3796 20
415 517 27
415 1943 15
415 4627 8
415 4927 12
416 681 1
416 3701 11
416 4118 20
417 4612 5
418 528 1
418 904 21
418 3933 15
418 4254 21
419 126 26
419 4705 6
420 3554 22
421 1953 7
421 3187 7
422 4985 16
423 609 21
423 3773 22
424 688 17
424 1246 18
424 1461 18
424 3389 30
424 3766 29
424 4884 19
425 2361 7
425 3338 12
425 3553 1
425 3941 15
425 4916 24
426 2381 27
429 84 30
429 970 23
429 3897 30
431 1562 22
432 1007 3
432 1403 20
432 2447 26
433 407 3
433 2288 10
433 3505 2
434 3387 15
435 2370 5
435 2869 8
436 3406 28
436 4107 11
437 204 6
437 1337 13
437 4531 23
438 2395 19
438 4159 22
439 4587 3
440 2688 7
440 4819 21
441 2039 1
442 2205 17
442 4982 19
443 89 12
443 4438 17
444 604 4
444 1777 5
445 472 5
445 2944 25
445 4839 27
447 1024 4
447 2185 8
447 2877 21
447 3036 23
447 3623 25
448 1846 16
449 2243 24
449 3198 27
449 4581 22
450 327 28
450 1512 26
450 3687 20
451 2244 30
452 226 1
452 1124 2
452 3148 15
452 3289 20
452 4489 15
453 944 17
454 2837 18
454 2994 5
454 4728 17
455 2851 4
455 3641 16
455 3734 20
455 4010 12
456 1202 11
456 4035 17
457 2243 16
457 2598 5
458 4405 5
458 4728 11
459 1368 12
460 582 26
460 2668 26
461 454 6
461 474 3
461 784 19
461 3598 24
462 516 24
462 932 9
462 2458 19
463 2043 5
463 3129 30
463 4602 12
464 1612 29
464 1663 14
466 859 23
466 2417 13
466 4326 30
467 1661 10
467 2853 10
468 849 8
468 3664 5
468 3921 25
468 4011 28
469 1449 16
469 2763 27
469 4069 14
470 1393 23
470 4364 1
471 2732 18
471 2994 25
471 3292 4
471 4554 5
472 414 20
473 3351 1
474 4342 7
475 446 1
475 1076 17
475 1225 23
475 1380 9
475 3328 27
475 4375 27
476 323 8
476 422 8
476 1803 25
476 2865 14
476 4249 30
477 3874 8
478 483 13
479 1159 1
479 1325 17
479 2454 21
479 4911 5
481 67 3
481 433 10
482 379 20
482 1397 29
482 1573 23
483 1914 4
483 2778 21
484 1457 2
484 3514 29
485 684 16
485 742 7
485 1321 10
485 2678 8
485 2702 13
485 3191 10
485 3741 24
485 3788 27
485 4534 10
485 4725 21
486 22 24
486 1986 10
486 4812 20
487 430 18
488 2876 23
488 3839 20
488 4262 17
489 1528 5
489 1750 20
490 1733 25
490 4126 17
490 4904 17
492 290 19
492 1430 26
492 1458 28
492 2136 17
492 2146 10
495 1653 2
496 2970 29
496 3992 12
497 2236 30
497 2398 6
499 226 18
499 2130 9
499 2946 14
499 4124 22
499 4311 11
500 1965 29
500 2350 11
501 2178 20
501 2445 11
501 3200 4
501 4865 29
502 16 1
502 1330 13
502 2039 21
502 2394 20
502 4064 22
503 1662 18
503 4771 1
504 2343 16
504 2649 26
504 3193 9
505 500 5
506 1383 22
506 1397 7
506 2735 13
507 83 23
507 893 8
507 1813 4
507 2285 4
507 4252 29
507 4337 9
507 4842 13
508 1155 7
508 1714 14
508 4199 27
508 4909 17
509 3318 13
509 3708 7
510 1884 29
511 35 23
511 3753 2
512 4853 27
513 721 23
513 804 6
513 1385 10
513 4026 4
514 4017 27
515 1848 19
515 3217 27
515 3762 5
516 2578 14
516 2691 5
517 208 9
517 1320 27
517 1643 11
517 2576 13
517 4301 20
517 4353 10
519 2477 16
520 134 15
520 549 8
521 486 17
521 1448 20
521 3571 7
522 1213 30
522 1653 8
522 2026 23
522 2114 12
522 2623 14
522 2832 13
523 3792 27
523 4498 7
523 4800 2
524 737 11
524 850 12
525 1851 11
525 3797 15
526 2449 9
526 3296 21
527 2486 3
527 4620 13
528 653 4
528 1125 29
530 77 13
530 398 23
530 525 2
530 3248 17
531 1016 4
531 2523 11
531 3415 3
531 4850 18
532 1506 19
532 1956 11
532 2721 29
533 49 25
533 1004 2
533 1967 6
533 3033 9
533 3748 6
534 999 11
534 1973 22
534 4245 2
534 4930 17
535 1483 15
535 1776 12
535 2718 29
536 1602 25
536 2512 18
537 826 29
537 2374 7
537 3808 12
537 4868 11
537 5000 10
539 1344 11
539 1351 15
539 4626 24
540 1414 12
540 4029 1
540 4184 27
541 607 14
541 1260 25
541 1346 7
542 320 2
542 3233 5
543 116 27
543 699 18
543 2931 7
544 915 3
544 1014 27
545 1230 12
545 1323 13
546 2159 10
547 1949 5
548 3744 22
549 20 24
549 2409 8
549 3535 12
550 3774 10
551 1377 26
552 2265 10
552 2982 16
552 3109 29
552 3538 12
553 1368 17
553 2803 9
554 2185 26
554 3968 3
554 4707 12
555 2581 18
555 2629 21
555 3022 26
556 1032 13
557 284 27
557 3236 19
558 100 9
558 1431 16
558 1991 7
558 4187 7
558 4344 18
560 3068 25
560 3246 10
561 265 22
562 1177 26
562 1773 6
562 4637 13
563 1011 11
563 1438 14
563 1677 24
563 3040 20
563 3391 1
564 2417 25
565 614 27
565 733 29
565 1284 6
565 1974 5
565 2274 30
565 2503 23
565 3484 7
565 3552 11
565 4729 11
566 127 28
567 2118 28
567 3306 15
568 2147 16
568 2683 17
568 2818 15
568 4997 1
569 2408 15
569 2924 14
569 3785 10
569 3819 9
570 2411 23
570 4620 24
570 4968 26
571 119 29
571 3107 6
572 1424 6
572 1971 12
572 3289 22
572 4614 17
573 213 4
573 3658 16
573 3720 5
573 4055 2
574 3370 14
574 4488 9
575 2681 23
576 609 28
577 973 8
577 1150 26
577 2328 8
577 4969 27
578 3591 23
578 3677 14
578 4185 4
579 490 1
579 1607 29
579 3339 5
580 2059 15
580 2096 12
580 2950 6
581 3088 15
581 4154 26
582 919 29
582 1221 2
582 2253 16
583 1329 27
583 1733 7
584 365 19
584 4601 10
585 1285 23
585 1819 22
585 3008 17
585 4033 19
585 4890 16
585 4937 22
586 694 28
586 2503 8
586 4925 20
587 543 27
587 716 3
588 2384 19
589 38 23
589 1953 26
590 67 3
590 2865 26
591 667 18
591 2305 23
591 3526 22
591 3583 25
592 1597 26
593 3849 28
594 375 1
594 2016 13
594 2895 18
594 4402 3
594 4884 29
595 4067 6
595 4694 9
596 2549 9
596 4607 15
597 2086 24
597 2994 1
597 3262 24
597 4583 12
597 4978 16
599 2416 15
599 3136 1
599 4213 23
600 44 4
601 1385 27
601 2687 18
601 3194 23
601 3784 19
602 405 5
602 4949 17
603 1766 15
603 3140 22
604 1363 1
606 937 28
606 2259 8
606 3868 26
607 3664 17
608 987 9
608 1169 30
609 559 5
609 3821 11
609 4247 20
609 4551 2
612 34 11
612 2018 29
612 2395 17
613 3978 26
614 221 29
614 1114 10
614 2708 30
614 2780 6
615 371 24
615 1630 30
615 2985 20
616 1090 20
616 3724 19
617 2371 7
617 2381 12
618 1947 7
619 2569 11
619 3378 20
619 3942 13
619 4215 3
620 2169 20
620 4735 3
621 2665 10
621 3302 7
623 1096 19
623 2974 10
624 1985 6
625 633 15
625 1884 12
625 2104 26
625 2964 17
626 3 23
626 358 24
626 1268 3
626 4031 10
627 245 14
627 1055 4
628 1440 9
629 2351 19
629 3322 19
629 4718 9
630 1491 8
630 2356 8
630 3103 19
630 3610 15
631 1016 11
632 1014 17
632 4906 17
632 4979 30
633 284 30
633 458 11
634 973 19
634 1819 24
635 319 13
635 2766 25
635 3734 12
635 4365 22
636 2934 23
637 2519 27
637 3240 4
638 1093 18
638 2498 13
638 3327 18
638 4032 3
639 368 7
639 2127 27
640 2202 16
640 4861 10
641 990 6
641 1140 4
642 73 20
642 195 6
642 1439 11
642 2596 28
642 2779 24
642 4099 17
643 708 30
643 3175 10
643 4403 4
644 1294 30
645 2735 1
645 2856 14
645 4549 10
646 4951 24
647 1391 26
648 277 27
648 4449 6
648 4523 10
648 4911 19
649 873 24
650 2736 13
650 3370 28
650 3387 6
650 4121 30
651 2026 30
651 3962 12
652 1337 26
652 3504 15
652 4757 13
653 1189 23
653 3394 10
654 3044 2
655 2125 28
656 759 20
656 3978 21
656 4992 13
657 977 29
657 2814 21
660 4961 15
661 1152 24
661 2187 12
662 600 15
662 2078 7
662 3369 13
663 1272 1
663 1690 25
663 4701 1
664 128 6
664 3525 4
664 3611 19
664 4968 29
665 1702 8
665 4402 8
666 698 26
666 835 29
666 4684 7
667 1647 7
667 2638 16
668 4619 13
669 56 11
669 3069 9
669 3730 22
669 4792 12
671 845 28
671 1500 4
671 2636 25
671 4239 3
673 657 2
673 2083 7
673 4009 17
674 557 25
674 587 10
674 3456 1
674 4381 23
675 2412 22
675 3399 1
676 2276 9
676 2420 23
676 4638 28
677 1201 4
677 1259 3
677 2310 18
677 2926 11
677 4037 11
677 4578 13
678 354 1
678 730 9
678 3379 11
679 1714 17
679 2184 22
679 2807 21
679 2815 17
680 2624 13
681 294 25
681 1547 14
681 2397 8
682 513 19
682 1407 16
682 1645 9
682 3703 25
683 4285 2
683 4994 25
684 3459 4
685 247 25
685 343 10
685 3666 17
685 4370 17
686 135 18
686 2164 1
686 3778 7
687 3106 22
687 4738 4
688 767 24
688 2346 24
689 257 6
689 923 29
689 1636 25
689 3885 14
689 4619 1
690 3231 11
691 2008 27
691 3768 14
692 1462 27
692 4466 2
693 220 8
694 4519 2
695 1965 9
695 3484 18
695 4037 18
696 4805 10
697 2793 4
697 3960 11
698 744 4
698 1841 29
698 2075 27
699 1229 13
699 1336 15
699 3416 14
699 3725 23
700 2386 16
700 4833 12
701 683 14
701 867 11
701 3988 27
701 4656 7
701 4941 8
702 1179 25
702 2203 1
702 2833 13
702 3242 18
702 4205 3
703 2166 10
703 2311 1
703 3684 29
704 1713 3
705 84 30
705 3553 1
705 3651 3
705 4644 9
706 806 10
706 1865 12
706 4992 12
707 965 12
707 1023 8
708 307 10
708 4065 1
708 4332 12
708 4668 16
708 4795 6
709 349 4
710 1088 23
711 762 17
711 2020 17
712 1768 3
712 4119 13
712 4969 16
713 979 2
713 4913 30
714 3836 16
714 4002 15
715 1448 17
715 2751 19
716 523 16
716 1543 9
716 2061 9
716 2319 18
717 1780 30
718 1169 1
718 2145 20
718 2272 8
719 645 2
719 3991 24
721 1043 11
721 3714 14
721 4623 1
722 43 20
723 388 6
724 2182 12
724 4179 27
725 1835 11
725 4043 16
726 1788 20
727 1752 27
727 3470 24
728 3215 14
729 57 9
729 2497 9
729 2774 16
729 3701 30
730 1135 17
730 2509 22
730 2955 16
730 3361 27
730 3384 7
730 3873 16
731 788 5
732 190 16
732 1379 15
732 2939 28
732 3645 27
733 744 14
733 2603 29
733 2727 20
733 3506 24
734 489 4
734 523 12
734 3101 5
738 1028 9
738 4260 16
739 3609 2
740 2410 19
741 2367 1
741 3616 13
742 1317 7
742 4054 16
742 4277 18
743 2675 16
743 2817 25
743 3910 25
743 4554 7
744 452 11
744 2171 16
744 3220 23
744 3654 7
744 3855 14
745 408 30
745 2049 3
745 4562 29
747 1676 7
748 1338 30
748 2075 18
749 3117 20
749 4733 29
750 34 29
750 3599 6
751 853 24
751 973 11
752 2365 10
752 3832 3
753 3226 26
753 4334 3
754 1222 13
754 3575 18
754 3791 7
755 1547 20
755 2410 3
755 2704 25
755 3012 27
756 4761 19
757 900 19
757 1919 3
757 2388 29
757 2732 5
757 4926 17
758 1528 5
759 1020 10
759 1362 9
759 2080 8
760 3903 9
761 1233 15
761 4806 29
762 1602 18
762 4276 26
762 4673 19
763 116 16
763 1945 1
763 2369 13
763 4924 26
764 4974 3
765 427 7
765 1238 13
765 4980 5
766 2713 11
766 3075 22
767 630 12
768 40 22
768 3909 25
769 3509 28
769 3645 18
769 4799 13
771 856 16
771 1521 13
771 4399 4
772 305 12
772 1166 29
772 3675 30
773 177 22
773 4999 7
774 455 29
774 1259 22
774 3804 13
774 4306 28
775 1329 9
775 2480 9
775 2650 16
775 4406 24
775 4502 9
776 349 20
776 4033 12
776 4696 3
777 2092 18
777 2765 16
778 287 30
778 3650 29
779 627 8
779 1336 11
779 2154 20
779 4259 24
780 3588 30
780 4378 30
781 3470 28
782 2405 15
783 1008 12
783 3022 1
785 350 27
785 1272 10
785 1635 23
785 2099 10
786 1246 9
786 1455 21
789 106 1
789 1993 21
789 2812 18
790 130 1
790 2364 29
790 2411 26
791 1563 24
791 3605 30
793 206 7
793 2384 27
793 3746 2
793 4317 25
795 531 13
795 1546 1
795 4487 15
796 2031 12
796 3935 3
797 1205 4
797 2205 5
798 2116 2
799 703 3
799 2539 24
800 2244 9
800 3029 6
800 3503 17
802 953 27
802 3217 16
802 4039 9
803 1183 6
803 4029 16
804 1722 29
804 3650 28
804 3764 6
805 1412 9
805 2701 28
805 2741 27
806 1578 26
806 4045 13
806 4878 18
807 4027 2
807 4980 2
808 2715 11
809 112 18
809 586 14
810 371 4
810 1528 2
810 2854 17
811 472 28
812 387 28
813 532 13
813 734 22
814 4483 22
815 767 6
815 1873 22
815 2772 28
815 3059 22
816 185 18
816 1024 5
816 1472 30
816 1676 15
816 2274 20
816 3483 21
817 2001 12
817 3721 17
818 3407 29
818 4787 1
819 4857 5
820 276 24
820 346 5
820 2074 22
820 3405 17
820 3417 6
821 374 25
821 1036 5
821 2346 11
821 3083 20
821 4337 28
822 154 27
823 1511 17
823 1871 25
824 279 9
824 823 30
824 1297 17
824 3503 15
825 1767 21
825 3370 14
825 4612 28
826 1503 8
827 1313 18
827 3778 28
828 684 14
828 2077 29
829 51 18
829 1485 17
830 3944 15
830 4842 8
832 1768 17
832 2901 20
832 3874 23
832 4338 14
834 1828 3
834 4594 9
834 4991 19
835 957 19
835 5000 5
836 2487 30
836 3711 8
836 4380 3
837 1432 18
837 1731 25
837 2536 27
837 2795 27
838 342 16
838 452 13
838 721 3
838 2980 7
839 580 18
839 1117 30
839 2749 6
839 3703 27
839 3948 19
839 4453 20
840 4066 25
841 2337 28
841 2843 6
841 3572 10
843 2276 5
844 1570 15
844 2006 21
844 3371 27
845 1799 28
845 2291 15
845 3920 28
845 3968 8
846 1188 4
846 2138 2
846 3523 7
847 1415 11
847 1818 4
847 3263 17
849 2718 27
849 3288 23
850 306 5
850 1919 13
850 3049 27
850 3592 29
851 2700 11
851 3325 15
851 3591 28
851 4591 16
852 20 3
852 194 9
852 1479 5
852 3323 28
852 4438 28
853 1168 3
853 3228 29
853 4329 3
854 2271 9
856 3075 11
856 3873 21
856 4322 6
856 4649 25
858 355 18
858 506 5
858 3769 20
858 3883 12
858 3964 4
858 3977 23
860 1733 15
861 1971 20
863 1637 11
864 975 29
864 2726 24
864 4608 15
866 378 26
