50 2400
12 5 11
12 6 18
12 7 12
12 9 4
12 10 18
12 11 19
12 12 18
12 13 22
12 14 5
12 15 22
12 16 11
12 17 26
12 18 1
12 20 3
12 21 9
12 22 26
12 23 14
12 24 9
12 25 13
12 26 6
12 27 18
12 28 8
12 29 1
12 30 25
12 31 4
12 32 8
12 33 13
12 34 27
12 35 6
12 36 28
12 37 18
12 38 17
12 39 7
12 40 21
12 41 12
12 42 16
12 43 9
12 44 29
12 45 7
12 46 5
12 47 20
12 48 10
12 49 23
12 50 12
13 1 12
13 2 23
13 3 29
13 4 26
13 5 1
13 6 11
13 7 23
13 8 11
13 9 11
13 10 23
13 11 5
13 12 14
13 13 22
13 14 17
13 15 2
13 16 28
13 17 14
13 18 11
13 19 6
13 20 12
13 21 23
13 22 17
13 23 28
13 24 1
13 25 8
13 26 26
13 27 27
13 28 19
13 29 5
13 30 11
13 31 1
13 32 9
13 33 3
13 34 29
13 35 26
13 36 4
13 37 2
13 38 18
13 39 6
13 40 12
13 41 2
13 42 10
13 43 17
13 44 23
13 45 18
13 46 18
13 47 12
13 48 23
13 49 20
13 50 9
14 1 4
14 2 12
14 3 18
14 4 1
14 5 4
14 6 25
14 7 19
14 8 22
14 9 13
14 10 23
14 11 3
14 12 5
14 13 23
14 14 5
14 15 4
14 17 18
14 18 30
14 19 27
14 20 5
14 21 5
14 22 8
14 23 6
14 24 14
14 25 24
14 26 21
14 27 23
14 28 3
14 29 2
14 30 15
14 31 14
14 32 3
14 33 19
14 34 25
14 35 20
14 36 11
14 37 20
14 38 14
14 39 21
14 40 11
14 41 18
14 42 14
14 43 13
14 44 23
14 45 28
14 46 18
14 47 18
14 48 16
14 49 17
14 50 14
15 1 20
15 2 22
15 3 21
15 4 18
15 5 27
15 6 6
15 7 8
15 8 20
15 11 30
15 12 1
15 13 26
15 14 13
15 15 3
15 16 6
15 17 7
15 18 22
15 19 9
15 20 18
15 21 27
15 22 29
15 23 28
15 24 15
15 26 4
15 27 11
15 28 7
15 29 2
15 30 28
15 31 24
15 32 17
15 33 6
15 34 29
15 35 6
15 36 19
15 37 19
15 38 15
15 39 8
15 40 16
15 41 22
15 42 19
15 43 15
15 45 15
15 46 14
15 47 19
15 48 17
15 49 20
15 50 17
16 1 1
16 2 28
16 3 4
16 4 27
16 5 26
16 6 1
16 7 3
16 8 30
16 9 11
16 10 9
16 11 1
16 12 30
16 13 24
16 14 17
16 15 28
16 16 22
16 17 14
16 18 16
16 19 2
16 20 29
16 21 15
16 22 9
16 23 12
16 24 3
16 25 23
16 26 26
16 27 17
16 28 3
16 29 5
16 30 28
16 31 19
16 32 27
16 33 25
16 34 22
16 35 15
16 36 12
16 37 15
16 38 18
16 39 11
16 40 17
16 41 26
16 42 3
16 43 17
16 44 12
16 45 11
16 46 6
16 47 3
16 48 17
16 49 13
16 50 27
17 1 7
17 2 28
17 3 5
17 4 18
17 5 30
17 6 20
17 7 6
17 8 8
17 9 22
17 10 2
17 11 5
17 12 3
17 13 28
17 14 29
17 15 24
17 16 12
17 17 11
17 19 30
17 20 29
17 21 13
17 22 17
17 23 17
17 24 16
17 25 25
17 26 28
17 27 18
17 28 30
17 29 22
17 30 4
17 31 12
17 32 18
17 33 10
17 34 9
17 35 23
17 36 20
17 37 1
17 38 4
17 39 25
17 40 8
17 41 25
17 42 18
17 43 13
17 44 27
17 45 7
17 46 3
17 47 13
17 48 10
17 49 5
17 50 12
18 1 1
18 2 18
18 3 20
18 4 9
18 5 25
18 6 14
18 7 6
18 8 12
18 9 13
18 10 19
18 11 8
18 12 17
18 13 29
18 14 17
18 16 17
18 17 21
18 18 6
18 19 9
18 20 16
18 21 22
18 23 17
18 24 10
18 25 9
18 26 21
18 27 29
18 28 7
18 29 15
18 30 3
18 31 17
18 32 20
18 33 14
18 34 17
18 35 29
18 36 26
18 37 25
18 38 15
18 39 9
18 40 22
18 41 18
18 42 14
18 43 2
18 44 25
18 45 30
18 46 30
18 47 12
18 48 8
18 49 12
18 50 9
19 1 17
19 2 27
19 3 1
19 4 25
19 5 29
19 6 1
19 7 15
19 8 27
19 9 8
19 10 21
19 11 29
19 12 16
19 13 10
19 14 4
19 15 24
19 16 30
19 17 21
19 18 10
19 19 14
19 20 30
19 21 1
19 22 24
19 23 13
19 24 2
19 25 18
19 26 4
19 27 24
19 28 21
19 29 3
19 30 5
19 31 30
19 32 19
19 33 2
19 34 22
19 35 13
19 36 30
19 37 14
19 38 19
19 39 18
19 40 13
19 41 10
19 42 8
19 43 28
19 44 11
19 45 3
19 46 13
19 47 3
19 48 24
19 49 22
20 1 8
20 2 23
20 3 14
20 4 1
20 5 27
20 6 8
20 7 19
20 8 22
20 9 1
20 10 1
20 11 24
20 12 5
20 13 22
20 15 5
20 16 6
20 17 13
20 18 9
20 19 27
20 20 27
20 21 28
20 22 14
20 24 1
20 25 29
20 26 21
20 27 29
20 28 1
20 29 24
20 30 11
20 31 25
20 32 17
20 33 25
20 34 3
20 35 1
20 36 8
20 37 3
20 38 27
20 39 15
20 40 13
20 41 18
20 42 15
20 43 14
20 44 3
20 45 12
20 46 27
20 47 7
20 48 17
20 49 10
20 50 8
21 1 14
21 2 28
21 3 27
21 4 19
21 5 28
21 6 17
21 7 10
21 8 18
21 9 17
21 10 3
21 11 21
21 12 4
21 13 11
21 14 15
21 15 6
21 16 11
21 17 14
21 18 30
21 19 29
21 20 21
21 21 5
21 22 8
21 23 5
21 24 10
21 25 10
21 26 8
21 27 6
21 28 9
21 29 25
21 30 15
21 31 16
21 32 30
21 33 4
21 34 12
21 35 18
21 36 24
21 37 28
21 38 19
21 39 3
21 40 6
21 41 13
21 42 15
21 43 9
21 44 23
21 45 29
21 47 6
21 48 25
21 49 5
21 50 28
22 1 23
22 2 25
22 3 2
22 4 30
22 5 21
22 6 11
22 7 10
22 8 29
22 9 16
22 10 10
22 11 15
22 12 23
22 13 17
22 14 6
22 15 18
22 16 28
22 17 15
22 18 11
22 19 17
22 20 4
22 21 6
22 22 14
22 23 16
22 24 20
22 25 15
22 26 1
22 27 11
22 28 12
22 29 25
22 30 15
22 31 9
22 32 10
22 33 9
22 34 10
22 35 9
22 36 21
22 37 20
22 38 10
22 39 19
22 40 28
22 41 11
22 42 3
22 43 20
22 44 27
22 45 8
22 46 29
22 47 24
22 48 15
22 49 2
22 50 2
23 1 18
23 2 7
23 3 16
23 4 25
23 5 26
23 6 22
23 7 17
23 9 6
23 10 3
23 11 4
23 12 12
23 13 12
23 14 13
23 15 12
23 16 13
23 17 13
23 18 3
23 19 3
23 20 23
23 21 13
23 22 22
23 23 3
23 24 8
23 25 3
23 26 30
23 27 7
23 28 1
23 29 15
23 30 21
23 31 2
23 32 9
23 33 8
23 34 8
23 35 16
23 36 25
23 37 26
23 38 7
23 39 11
23 40 23
23 41 1
23 43 6
23 44 5
23 45 12
23 46 18
23 47 8
23 48 25
23 49 1
24 1 10
24 2 19
24 3 15
24 4 23
24 5 10
24 6 9
24 7 22
24 8 12
24 9 30
24 10 28
24 11 12
24 12 15
24 13 19
24 15 6
24 16 15
24 17 26
24 18 13
24 19 30
24 20 12
24 21 8
24 22 28
24 23 15
24 24 1
24 25 28
24 26 20
24 27 27
24 28 10
24 29 30
24 30 4
24 31 26
24 32 30
24 33 6
24 34 6
24 35 6
24 36 20
24 37 7
24 38 14
24 39 11
24 40 18
24 41 14
24 42 8
24 43 21
24 44 20
24 45 26
24 46 26
24 47 4
24 48 14
24 49 1
24 50 25
25 1 25
25 2 8
25 3 22
25 4 1
25 5 30
25 6 19
25 7 21
25 8 18
25 9 20
25 10 20
25 12 22
25 13 7
25 14 11
25 15 27
25 16 12
25 17 16
25 18 8
25 19 18
25 20 21
25 21 18
25 22 27
25 23 26
25 24 25
25 25 10
25 26 15
25 27 13
25 28 27
25 29 10
25 30 26
25 31 27
25 32 4
25 33 12
25 34 27
25 35 25
25 36 13
25 37 18
25 38 14
25 39 25
25 40 6
25 41 25
25 42 14
25 43 27
25 45 2
25 46 24
25 47 15
25 48 13
25 49 1
25 50 22
26 1 23
26 2 13
26 3 1
26 4 11
26 5 9
26 6 17
26 7 20
26 9 15
26 10 29
26 11 17
26 12 25
26 13 16
26 14 5
26 15 20
26 16 28
26 17 1
26 18 15
26 19 2
26 20 11
26 21 20
26 22 26
26 23 16
26 24 6
26 25 9
26 26 4
26 27 7
26 28 24
26 29 18
26 30 12
26 31 16
26 32 1
26 33 26
26 34 28
26 35 1
26 36 6
26 37 28
26 38 17
26 39 26
26 40 13
26 41 8
26 43 12
26 44 29
26 45 23
26 46 8
26 47 10
26 48 12
26 49 9
26 50 16
27 1 13
27 2 19
27 3 5
27 4 8
27 5 26
27 6 3
27 7 8
27 8 29
27 9 9
27 11 23
27 12 16
27 13 12
27 14 30
27 15 8
27 16 7
27 17 20
27 18 30
27 19 13
27 20 17
27 21 8
27 22 8
27 23 21
27 24 15
27 25 11
27 26 11
27 27 30
27 28 10
27 29 21
27 30 11
27 31 18
27 33 6
27 34 16
27 35 28
27 36 3
27 37 15
27 38 15
27 39 5
27 40 23
27 41 13
27 42 5
27 43 7
27 44 20
27 45 9
27 46 7
27 47 27
27 48 15
27 49 26
27 50 18
28 1 19
28 2 4
28 4 26
28 5 26
28 6 17
28 7 2
28 8 28
28 9 27
28 10 1
28 11 8
28 12 9
28 13 12
28 14 17
28 15 15
28 16 27
28 17 7
28 18 9
28 19 11
28 20 21
28 21 5
28 23 25
28 24 4
28 25 9
28 26 24
28 27 15
28 28 9
28 29 30
28 30 4
28 31 24
28 32 17
28 33 21
28 34 12
28 35 12
28 36 16
28 37 30
28 38 28
28 39 18
28 40 19
28 41 25
28 42 18
28 43 26
28 44 3
28 46 21
28 47 5
28 48 9
28 49 9
28 50 11
29 1 17
29 2 12
29 3 23
29 4 13
29 5 6
29 6 18
29 7 14
29 8 21
29 9 3
29 10 22
29 11 12
29 12 28
29 13 15
29 14 28
29 15 18
29 16 19
29 17 10
29 18 26
29 19 18
29 20 29
29 21 13
29 22 28
29 23 15
29 24 22
29 25 16
29 26 18
29 27 5
29 28 20
29 29 18
29 30 13
29 31 22
29 32 27
29 33 16
29 34 6
29 35 9
29 36 14
29 38 24
29 39 22
29 40 4
29 42 18
29 43 6
29 44 16
29 45 15
29 46 20
29 47 5
29 48 24
29 49 30
29 50 6
30 1 19
30 2 9
30 3 5
30 4 1
30 5 7
30 6 19
30 7 15
30 8 22
30 9 28
30 10 11
30 11 3
30 12 8
30 13 15
30 15 24
30 16 4
30 17 1
30 18 29
30 19 4
30 20 14
30 21 14
30 22 18
30 23 9
30 24 1
30 25 23
30 26 24
30 27 7
30 29 4
30 30 21
30 31 1
30 32 4
30 33 26
30 34 19
30 35 12
30 36 30
30 37 12
30 39 10
30 41 11
30 42 18
30 43 1
30 44 8
30 45 28
30 46 3
30 47 15
30 48 12
30 49 18
30 50 10
31 1 12
31 3 17
31 5 14
31 6 17
31 7 22
31 8 1
31 9 18
31 10 23
31 11 23
31 12 11
31 13 21
31 14 26
31 15 1
31 16 21
31 17 21
31 18 19
31 19 2
31 20 25
31 21 18
31 22 13
31 23 4
31 24 20
31 26 30
31 27 27
31 28 28
31 29 27
31 31 29
31 32 4
31 33 30
31 34 9
31 35 14
31 36 4
31 37 17
31 38 27
31 39 20
31 40 8
31 41 19
31 42 7
31 43 22
31 44 3
31 45 10
31 46 13
31 47 20
31 48 2
31 49 3
31 50 11
32 1 20
32 2 26
32 3 5
32 4 30
32 5 8
32 6 8
32 8 19
32 9 29
32 10 4
32 11 8
32 12 17
32 13 25
32 14 12
32 15 17
32 16 25
32 17 17
32 18 20
32 19 11
32 20 13
32 21 1
32 22 18
32 23 23
32 24 30
32 25 10
32 26 25
32 27 1
32 28 22
32 29 14
32 31 2
32 32 16
32 33 24
32 34 14
32 35 12
32 36 20
32 37 5
32 38 11
32 39 28
32 40 15
32 41 10
32 42 23
32 43 15
32 44 26
32 45 9
32 46 26
32 47 4
32 48 3
32 49 12
32 50 23
33 1 13
33 2 16
33 3 16
33 4 1
33 5 8
33 6 15
33 7 2
33 8 24
33 9 15
33 10 23
33 11 7
33 12 8
33 13 30
33 14 23
33 15 13
33 16 11
33 17 12
33 18 9
33 19 14
33 20 1
33 21 16
33 22 23
33 23 24
33 24 30
33 25 10
33 26 2
33 27 17
33 28 14
33 29 5
33 30 20
33 31 28
33 32 9
33 33 27
33 34 13
33 35 9
33 36 4
33 37 19
33 38 10
33 39 19
33 40 25
33 41 24
33 42 17
33 43 25
33 44 16
33 45 9
33 46 7
33 47 18
33 48 13
33 49 8
33 50 1
34 1 13
34 2 23
34 3 15
34 4 6
34 5 14
34 6 25
34 7 30
34 8 30
34 10 30
34 11 26
34 12 19
34 14 27
34 15 4
34 16 15
34 17 10
34 19 5
34 20 10
34 21 20
34 22 6
34 23 28
34 24 15
34 25 22
34 26 14
34 28 9
34 29 7
34 30 15
34 31 7
34 32 24
34 33 27
34 34 14
34 35 25
34 36 9
34 37 28
34 38 9
34 39 7
34 40 11
34 41 25
34 42 6
34 43 10
34 44 24
34 45 23
34 46 20
34 47 13
34 48 26
34 49 4
34 50 22
35 1 22
35 2 5
35 3 11
35 4 28
35 5 24
35 6 17
35 7 19
35 8 30
35 9 25
35 10 25
35 11 14
35 12 2
35 13 18
35 14 2
35 15 15
35 16 4
35 17 10
35 19 13
35 20 13
35 21 8
35 22 23
35 23 29
35 24 5
35 25 25
35 26 23
35 27 27
35 28 14
35 29 5
35 30 15
35 31 10
35 32 18
35 33 6
35 34 14
35 35 20
35 36 3
35 37 8
35 38 7
35 39 13
35 40 7
35 41 1
35 42 7
35 43 12
35 44 2
35 45 17
35 46 13
35 47 9
35 48 20
35 49 14
35 50 13
36 1 24
36 2 22
36 3 27
36 4 23
36 5 26
36 6 21
36 7 7
36 8 23
36 9 27
36 10 11
36 11 7
36 12 6
36 13 20
36 14 12
36 15 19
36 16 9
36 17 7
36 18 18
36 19 7
36 20 19
36 21 16
36 22 30
36 23 18
36 24 27
36 25 1
36 26 26
36 27 9
36 28 1
36 29 7
36 30 15
36 31 13
36 32 1
36 33 6
36 34 2
36 36 15
36 37 23
36 38 22
36 40 21
36 41 15
36 42 18
36 43 23
36 44 13
36 45 15
36 46 4
36 47 17
36 48 26
36 49 4
36 50 15
37 1 13
37 2 11
37 3 25
37 4 29
37 5 10
37 6 12
37 7 17
37 8 2
37 9 29
37 10 18
37 11 3
37 12 6
37 13 2
37 14 7
37 15 28
37 16 7
37 17 8
37 18 12
37 20 29
37 21 22
37 22 24
37 23 6
37 24 1
37 25 8
37 26 10
37 27 16
37 28 11
37 29 18
37 30 11
37 31 14
37 32 2
37 34 23
37 35 16
37 36 27
37 37 13
37 38 25
37 39 30
37 40 30
37 41 27
37 42 29
37 43 17
37 44 21
37 45 26
37 46 10
37 47 27
37 49 23
37 50 8
38 1 27
38 2 26
38 3 28
38 4 18
38 5 11
38 6 3
38 7 18
38 8 10
38 9 5
38 10 25
38 11 20
38 12 22
38 13 5
38 14 25
38 15 24
38 16 20
38 17 11
38 18 12
38 19 24
38 20 5
38 21 3
38 22 23
38 23 23
38 24 23
38 25 1
38 26 5
38 27 18
38 28 2
38 29 24
38 30 2
38 31 9
38 32 20
38 33 19
38 34 7
38 35 29
38 36 29
38 37 1
38 38 8
38 39 8
38 40 5
38 41 3
38 43 19
38 44 27
38 45 7
38 46 6
38 47 12
38 48 18
38 49 16
39 1 15
39 2 12
39 3 12
39 4 17
39 5 26
39 6 27
39 7 10
39 8 19
39 9 1
39 10 19
39 11 20
39 12 24
39 13 21
39 14 29
39 15 5
39 16 9
39 17 5
39 18 3
39 20 30
39 21 5
39 22 3
39 23 29
39 24 10
39 25 5
39 26 10
39 27 28
39 28 3
39 29 15
39 30 1
39 31 21
39 32 22
39 33 7
39 34 24
39 35 3
39 36 23
39 37 19
39 38 21
39 39 24
39 40 7
39 41 22
39 42 13
39 43 19
39 44 7
39 45 25
39 46 17
39 47 4
39 48 25
39 49 13
39 50 6
40 1 24
40 2 17
40 3 8
40 4 15
40 5 18
40 6 4
40 7 24
40 8 7
40 9 7
40 10 8
40 11 29
40 12 19
40 13 29
40 14 5
40 15 4
40 16 23
40 17 20
40 18 22
40 19 6
40 20 5
40 21 21
40 22 27
40 23 9
40 25 9
40 26 25
40 27 3
40 28 17
40 29 28
40 30 20
40 31 29
40 32 26
40 33 5
40 34 7
40 35 25
40 36 19
40 37 25
40 38 29
40 39 4
40 40 1
40 41 27
40 42 11
40 43 22
40 44 7
40 45 1
40 46 26
40 47 10
40 48 16
40 49 15
40 50 1
41 1 21
41 2 20
41 3 13
41 5 9
41 6 28
41 7 13
41 8 25
41 9 23
41 10 21
41 11 15
41 12 12
41 13 19
41 14 10
41 15 16
41 16 26
41 18 26
41 19 5
41 20 12
41 21 24
41 22 8
41 23 4
41 24 12
41 25 11
41 26 25
41 27 18
41 28 3
41 29 21
41 30 27
41 31 10
41 32 27
41 33 20
41 34 22
41 35 8
41 36 24
41 37 22
41 38 28
41 39 29
41 40 17
41 41 20
41 42 19
41 43 1
41 44 1
41 45 30
41 46 2
41 47 8
41 48 17
41 49 27
41 50 4
42 1 28
42 2 13
42 3 4
42 4 23
42 5 24
42 6 6
42 7 18
42 8 4
42 10 30
42 11 30
42 12 30
42 13 10
42 14 26
42 15 11
42 16 23
42 17 4
42 18 5
42 19 15
42 20 23
42 21 3
42 22 23
42 24 12
42 25 13
42 26 15
42 27 4
42 28 12
42 29 16
42 31 11
42 32 20
42 33 4
42 34 15
42 35 17
42 36 16
42 37 10
42 38 10
42 39 2
42 40 15
42 41 19
42 42 5
42 43 14
42 44 18
42 45 4
42 46 15
42 47 13
42 48 7
42 49 8
42 50 8
43 1 11
43 2 14
43 3 30
43 4 5
43 5 28
43 6 3
43 7 9
43 8 12
43 9 6
43 10 13
43 11 19
43 12 9
43 13 2
43 15 14
43 16 15
43 18 19
43 19 30
43 21 24
43 22 20
43 23 23
43 24 30
43 25 8
43 26 27
43 27 13
43 28 25
43 29 22
43 30 20
43 31 29
43 32 28
43 33 19
43 34 29
43 35 30
43 36 24
43 37 20
43 38 26
43 39 21
43 40 15
43 41 5
43 42 24
43 43 12
43 44 17
43 45 4
43 46 20
43 47 18
43 48 17
43 49 26
43 50 28
44 1 8
44 2 11
44 3 17
44 4 30
44 5 10
44 6 16
44 7 18
44 8 15
44 9 2
44 10 10
44 11 26
44 12 23
44 13 29
44 14 14
44 15 21
44 16 29
44 17 7
44 18 2
44 19 16
44 20 19
44 22 16
44 23 20
44 24 12
44 25 28
44 26 28
44 27 7
44 29 9
44 30 16
44 31 23
44 32 5
44 33 5
44 35 23
44 36 7
44 37 14
44 38 14
44 39 17
44 40 29
44 41 2
44 42 23
44 43 1
44 44 11
44 45 18
44 46 23
44 47 9
44 48 23
44 49 5
44 50 29
45 1 29
45 2 6
45 3 15
45 4 9
45 5 14
45 6 26
45 7 20
45 8 11
45 9 24
45 10 18
45 11 19
45 12 9
45 13 2
45 14 15
45 15 5
45 16 24
45 17 22
45 18 18
45 19 8
45 20 30
45 21 17
45 22 9
45 23 14
45 24 9
45 25 11
45 26 23
45 27 23
45 28 11
45 29 15
45 30 27
45 31 10
45 32 13
45 33 24
45 34 16
45 35 21
45 36 7
45 37 11
45 38 2
45 39 9
45 40 4
45 41 11
45 42 20
45 43 4
45 44 12
45 45 26
45 46 9
45 47 28
45 48 9
45 49 26
45 50 27
46 1 30
46 2 4
46 3 5
46 4 13
46 5 4
46 6 7
46 7 5
46 8 26
46 9 17
46 10 19
46 11 14
46 12 18
46 13 23
46 14 30
46 15 3
46 16 5
46 17 6
46 18 14
46 19 6
46 20 7
46 21 9
46 22 16
46 23 26
46 24 13
46 25 20
46 26 21
46 27 13
46 28 17
46 29 22
46 30 8
46 31 13
46 32 21
46 33 4
46 34 9
46 35 4
46 36 7
46 37 7
46 38 30
46 39 25
46 40 23
46 41 19
46 42 8
46 45 3
46 46 11
46 47 7
46 48 5
46 49 16
46 50 5
47 1 10
47 2 13
47 3 3
47 4 19
47 5 21
47 6 20
47 7 23
47 8 2
47 9 2
47 10 5
47 11 18
47 12 23
47 13 4
47 14 22
47 15 14
47 17 7
47 18 22
47 19 17
47 20 6
47 21 28
47 22 16
47 23 30
47 24 20
47 25 26
47 26 29
47 27 14
47 28 29
47 29 28
47 30 19
47 32 6
47 33 24
47 34 20
47 35 10
47 36 26
47 38 8
47 39 30
47 40 15
47 41 22
47 42 23
47 43 16
47 44 26
47 45 2
47 46 1
47 47 30
47 48 23
47 49 14
47 50 28
48 1 14
48 2 22
48 3 25
48 4 11
48 5 7
48 6 16
48 7 23
48 8 25
48 9 15
48 10 6
48 11 23
48 12 4
48 13 16
48 14 20
48 15 27
48 17 6
48 18 29
48 19 14
48 20 5
48 21 21
48 22 28
48 23 27
48 24 13
48 25 5
48 26 14
48 27 15
48 28 5
48 29 5
48 30 7
48 31 18
48 32 3
48 33 13
48 34 1
48 35 19
48 36 15
48 37 30
48 38 5
48 39 29
48 40 24
48 41 19
48 42 27
48 43 8
48 44 22
48 45 12
48 46 27
48 47 10
48 48 9
48 49 25
48 50 23
49 1 14
49 2 15
49 3 12
49 4 2
49 5 28
49 6 16
49 8 15
49 9 4
49 10 13
49 11 20
49 12 2
49 13 22
49 14 14
49 15 14
49 16 23
49 17 2
49 18 21
49 19 22
49 20 6
49 21 19
49 22 7
49 23 16
