300 900
171 78 14
171 102 1
171 140 15
171 169 3
171 177 29
172 240 1
173 95 11
173 189 9
173 209 29
174 24 11
174 72 24
174 212 28
174 289 18
174 295 21
174 299 29
176 212 29
176 219 13
176 248 28
176 276 13
177 117 24
177 208 4
177 256 18
177 280 3
177 281 12
178 97 11
178 169 3
179 203 11
179 288 9
180 43 9
180 170 19
180 231 23
181 15 14
181 281 11
182 200 7
182 270 8
182 288 2
183 1 29
183 42 10
183 126 10
183 270 19
184 101 12
185 37 26
185 168 16
185 227 29
186 59 8
186 103 7
186 221 20
187 65 21
187 158 4
187 185 24
188 50 6
188 80 29
188 104 3
188 107 9
188 157 10
188 272 13
189 24 3
189 96 12
189 125 21
189 175 3
190 48 30
190 133 5
190 206 16
190 217 3
190 222 4
190 231 23
190 257 4
192 12 2
192 78 25
192 103 5
192 156 21
192 256 6
193 159 30
193 165 28
194 40 5
194 45 8
194 111 4
195 128 16
195 174 28
195 194 29
195 209 9
195 226 25
196 194 28
197 124 12
197 217 25
197 231 29
198 97 24
198 178 27
199 81 11
199 190 7
199 266 21
201 4 10
201 172 11
201 288 6
202 4 4
202 79 14
202 203 21
203 235 7
203 250 8
203 263 15
204 53 4
204 126 28
204 177 20
205 38 3
205 202 17
205 213 16
205 283 10
206 97 13
206 291 1
206 298 29
207 51 11
207 176 10
207 219 24
209 109 30
209 126 21
209 195 10
209 299 29
210 111 6
210 148 29
210 220 9
210 276 12
211 102 19
211 113 10
212 9 15
212 169 25
212 176 6
213 119 28
213 151 7
213 191 12
213 262 5
214 110 21
214 199 15
215 5 24
215 40 2
215 96 10
216 109 3
216 157 18
217 3 11
217 90 15
217 98 18
218 151 10
218 230 17
219 122 19
219 202 25
221 163 17
222 19 1
222 77 4
222 140 7
222 211 7
223 121 2
223 292 15
223 297 10
224 97 21
224 170 16
224 171 24
224 258 7
225 118 21
225 169 14
225 176 13
225 295 25
226 188 10
226 190 25
226 199 1
227 24 26
227 34 26
227 87 10
227 109 28
227 289 5
228 138 21
228 203 4
228 282 23
229 55 22
229 72 20
229 128 3
229 273 8
230 10 28
230 54 4
230 69 11
230 167 4
230 261 10
231 56 5
231 131 10
231 147 11
231 259 17
231 273 18
232 32 27
232 176 23
232 182 8
233 195 10
234 56 27
234 87 24
235 151 11
235 206 13
236 288 25
237 34 6
237 62 30
237 131 26
237 154 25
237 155 5
237 284 8
238 220 28
238 223 19
238 238 29
238 271 10
239 17 21
239 19 6
239 205 29
239 231 16
240 234 9
241 27 3
241 122 17
241 191 13
241 198 12
241 254 28
242 167 21
242 181 21
243 143 24
243 169 5
243 258 29
244 25 25
244 168 23
245 103 22
245 159 5
245 223 5
246 213 8
247 74 3
247 118 26
247 143 4
247 224 27
248 19 22
248 21 11
248 93 17
248 220 10
249 185 2
251 85 18
252 28 23
252 134 29
252 234 16
252 273 30
252 277 7
253 13 18
253 130 17
253 236 11
253 238 22
254 83 14
255 248 1
256 51 12
256 176 29
256 202 27
256 230 2
258 188 15
258 220 19
258 300 16
259 16 19
259 26 23
259 141 23
259 156 21
259 166 11
259 174 18
260 53 10
260 148 2
260 192 21
260 246 26
261 41 12
261 132 22
261 151 5
261 204 26
262 86 20
262 167 20
262 265 25
263 88 19
264 45 30
264 153 3
265 24 21
265 48 13
265 132 8
265 261 14
266 184 24
266 294 6
267 134 10
267 154 18
267 230 20
267 236 29
267 243 3
267 260 1
268 16 13
268 234 17
269 184 13
269 188 23
269 260 5
270 83 22
270 172 25
270 261 17
271 53 9
271 133 28
271 152 30
271 278 5
272 4 23
272 145 19
272 158 25
273 39 9
273 96 29
273 258 24
274 216 12
274 258 20
275 24 6
275 35 11
275 93 3
276 102 21
276 267 17
277 34 12
277 65 8
277 79 28
277 124 10
277 180 2
278 101 20
278 120 15
278 271 11
279 54 3
279 116 7
279 170 15
279 204 16
280 159 1
281 93 23
281 225 17
281 285 28
282 133 22
282 182 21
282 231 12
282 250 2
283 105 7
283 189 13
283 213 1
283 271 22
284 107 16
284 179 12
284 209 19
285 132 26
285 253 6
285 260 2
285 281 4
285 285 17
286 8 1
286 26 2
286 67 19
286 69 3
286 112 13
286 163 3
287 107 13
288 79 7
288 156 9
288 251 19
289 62 15
289 165 2
289 177 11
289 194 1
289 220 29
290 27 24
290 118 13
290 214 3
291 8 25
291 11 12
291 77 15
291 247 17
291 254 3
291 265 30
292 31 28
292 78 14
292 221 25
293 186 3
293 284 15
294 53 29
294 191 12
295 31 15
295 146 22
296 145 22
296 284 17
297 6 4
297 219 16
298 70 21
298 208 3
298 294 16
299 215 1
300 30 17
300 107 17
300 120 11
300 239 9
