7000 15000
146 2613 24
146 5535 18
147 970 10
147 1400 27
147 4721 2
147 5701 16
148 3750 27
149 5840 4
150 3868 21
150 5263 16
150 5672 18
151 4933 26
152 2322 8
152 3054 4
152 3226 2
152 3360 4
152 3774 27
153 5144 26
154 455 4
154 4251 7
154 6492 16
155 5787 10
156 2947 22
156 6944 6
157 3784 20
157 4949 10
158 1046 21
158 1594 25
158 6388 19
159 2566 3
159 2636 8
159 5510 12
159 5533 20
161 975 9
161 1441 1
162 2980 21
162 4619 25
163 792 27
163 2005 16
163 2935 15
163 6661 12
163 6800 4
164 2751 3
165 3457 19
166 3739 29
166 5764 26
167 4864 15
167 5739 17
167 5876 21
168 3091 10
169 1047 23
169 2526 28
169 6382 19
170 6767 7
172 1192 25
172 1785 30
172 4169 16
173 95 16
173 6711 24
174 1118 4
174 5664 10
175 1424 2
175 4434 8
176 3648 29
177 5625 2
178 1612 8
179 4999 12
179 5126 26
179 6031 4
179 6438 27
180 5788 3
181 330 7
183 840 22
184 2947 5
184 6631 26
185 301 20
186 4382 22
186 4393 2
186 4781 28
186 6081 4
187 672 11
187 751 13
187 5526 2
187 5744 21
188 4883 19
188 5872 18
190 689 20
190 1965 4
190 2151 25
190 3049 5
191 1998 29
191 5955 4
192 505 6
192 5141 28
193 2421 3
193 3078 30
196 47 27
197 684 14
197 2409 25
197 2648 22
198 1506 2
198 2211 27
199 3777 29
199 6612 24
199 6864 23
200 4546 24
202 3645 5
203 1595 14
203 1748 25
203 5321 25
203 5993 18
204 4703 27
204 5625 7
204 6963 11
205 1710 17
205 4872 25
205 5686 20
207 656 6
207 1020 20
207 2040 15
208 3898 10
209 588 10
209 2275 18
209 2841 8
209 3687 8
209 5759 12
210 4867 7
211 2092 4
211 2710 17
211 4165 23
212 1245 26
213 1590 19
213 3657 20
213 4116 24
213 5000 4
214 1430 4
214 2136 9
214 5425 30
216 2333 10
216 6012 25
217 975 24
217 1661 19
217 4148 21
217 4178 30
217 6857 29
218 1933 7
220 3205 16
221 6564 18
222 3036 4
222 3290 5
222 6414 24
225 4585 5
227 2468 15
227 4664 4
227 6106 4
228 2842 14
228 2964 15
228 3739 2
228 4995 9
229 6480 24
230 365 25
230 3113 4
231 2729 12
231 3014 6
233 421 19
233 1505 7
233 1669 9
233 2807 19
234 1920 6
235 1056 10
235 4983 5
236 1967 22
236 4803 28
236 5252 25
236 5692 21
238 2771 26
238 6018 23
239 1769 7
239 3426 6
240 6853 26
241 3086 3
242 6161 21
242 6900 23
243 6650 9
245 6032 24
245 6422 26
245 6461 22
246 854 1
246 5785 20
247 446 23
248 3650 24
248 6413 14
249 1291 18
250 1098 27
250 1853 11
251 6256 29
252 3036 3
253 1246 11
254 1945 17
254 3820 30
254 5283 21
254 6895 22
255 6487 21
256 2724 18
256 3936 8
256 4370 4
256 5945 6
256 6950 1
257 1212 2
258 2194 3
258 5753 18
259 2150 4
259 4599 23
260 3055 2
260 4189 5
260 6681 17
261 1835 20
261 3832 18
261 4890 9
262 2433 9
262 4341 10
262 6747 2
263 1181 14
263 4425 28
263 4674 28
265 236 24
265 3817 26
267 12 30
267 4070 4
267 5673 4
268 3465 21
268 5252 24
269 301 25
269 1971 12
269 2159 4
269 5357 25
270 6555 15
270 6904 9
271 656 17
271 1036 16
271 6867 3
272 5344 4
272 6983 11
273 5212 25
274 1181 28
274 5543 15
274 5631 3
274 6260 17
274 6419 3
275 6500 3
277 2898 25
277 6514 4
278 1979 4
278 3428 8
278 4946 1
278 5566 1
278 5985 23
279 2105 26
279 5539 22
279 6051 26
281 3501 30
282 985 5
282 3690 12
283 2468 16
284 2045 16
284 2879 7
284 6075 2
285 3053 22
285 4522 7
285 6986 18
286 1105 29
286 4483 9
286 5516 14
286 6466 9
287 3441 25
288 684 11
288 938 16
288 2530 20
288 3226 27
288 3710 10
289 760 22
289 3277 13
289 4157 13
290 5274 26
291 421 12
291 1965 6
291 3041 18
291 3935 4
292 4475 1
292 6138 2
293 674 29
293 1370 22
294 2168 6
294 5582 2
295 1488 30
295 3864 13
295 4703 8
295 5765 23
296 1283 4
296 2461 14
296 5155 11
297 3225 24
297 5647 22
298 1244 16
299 503 24
299 6660 17
300 2356 26
300 3365 9
300 3582 6
300 3967 14
301 1938 10
301 5236 19
301 6390 18
302 499 15
302 2153 14
302 2293 29
303 1119 20
303 1166 2
303 3519 2
303 4225 12
304 658 3
304 1435 22
305 324 26
305 5104 30
306 1487 24
306 1762 25
306 2972 12
306 3525 1
306 4182 9
306 4813 7
306 5244 7
306 5376 19
307 3614 30
307 4226 28
307 4499 4
309 2605 23
310 1733 6
310 2924 21
310 6063 24
311 269 3
311 1155 26
311 3172 3
311 5480 22
311 6613 13
312 699 17
312 3166 27
312 6123 11
313 6899 6
314 1377 20
314 1826 4
314 3456 10
314 4457 14
314 5881 26
314 6818 5
315 5464 13
315 6291 19
316 3220 21
316 3446 24
317 668 11
317 4541 29
318 972 30
318 5261 9
319 6985 18
320 1816 21
321 4665 29
321 5701 13
322 4488 14
322 6814 26
323 6195 26
324 553 7
325 4720 29
326 172 21
326 6357 1
327 656 12
327 1672 26
327 2019 18
329 6151 30
330 714 6
331 2670 15
331 4286 20
331 4473 2
331 5730 24
331 6706 3
332 564 27
332 3709 28
332 6094 16
332 6993 7
333 774 18
333 4958 1
333 5855 9
333 5908 17
334 4489 23
335 510 18
335 3873 26
335 4202 13
336 3524 16
337 788 30
337 1519 26
337 4132 3
339 3137 25
340 1410 24
340 2827 1
340 3670 8
341 6878 25
342 319 4
342 907 3
342 4133 4
342 4338 4
342 6203 30
343 2190 18
344 2265 23
344 2610 1
346 2387 4
347 2981 17
347 6102 27
347 6650 1
348 1975 2
349 3575 25
349 4873 11
350 1546 25
350 1600 26
350 2180 19
351 498 17
352 1494 13
352 1983 14
353 2403 21
353 6054 20
353 6630 5
353 6643 9
354 3924 22
356 1188 30
356 2748 2
356 3406 15
356 3733 7
356 4644 18
357 2170 10
357 4565 1
357 6488 21
358 5495 13
358 6119 30
359 540 1
359 1821 27
359 2766 1
360 1337 4
360 2796 14
360 4246 19
360 6180 26
361 2036 7
362 5989 14
363 673 6
363 4903 23
364 1100 9
364 1397 16
365 97 9
365 1938 13
365 3716 29
365 5635 22
366 382 24
366 5017 26
366 6199 30
366 6795 7
367 533 25
367 893 1
367 2276 13
367 2935 23
369 45 19
369 6421 23
370 5273 23
371 2794 1
371 2958 27
371 5225 22
371 5438 1
371 5491 16
371 6265 14
371 6767 4
372 2380 21
372 3488 3
372 5054 30
372 6003 27
372 6751 8
373 153 27
374 4797 20
374 5107 8
374 5338 13
375 1728 20
375 3597 12
375 3737 3
376 2193 11
377 1083 5
377 4022 28
377 4186 10
377 5204 3
377 6458 14
378 5619 3
378 6135 16
378 6923 28
379 1017 13
379 2829 8
380 3122 20
380 6033 13
381 5 4
381 123 4
381 2330 14
381 3791 19
381 6028 17
382 818 9
382 1131 9
382 3094 11
384 229 30
384 3621 28
385 2710 18
385 3008 19
385 6088 9
386 92 25
386 3366 1
386 3429 20
386 4436 28
386 6583 25
387 1782 1
387 6094 2
387 6826 15
389 379 2
390 3875 5
390 6592 28
391 1686 26
391 6290 20
392 3561 26
393 7 8
393 3895 19
394 2684 7
394 6424 13
396 684 22
396 4900 10
397 1905 18
397 5888 3
398 1015 19
398 6534 26
400 35 3
401 6253 29
402 5754 18
402 6445 22
403 5220 9
403 5937 6
404 366 30
404 2438 3
404 4639 6
404 6071 20
405 4028 1
406 3415 22
407 2900 12
407 6588 24
408 363 6
408 1965 5
409 482 20
409 3484 4
409 4912 1
409 5360 1
409 5394 21
410 2049 8
410 2992 19
410 5016 27
410 6863 20
411 359 3
412 1050 29
413 2565 29
413 2688 27
413 3333 17
413 4334 25
413 4800 21
413 6181 7
414 3941 12
414 5898 13
415 3917 15
416 5124 17
416 6158 4
417 2092 10
418 3009 14
418 4243 15
419 1858 2
420 754 5
421 254 26
421 517 25
421 1263 11
421 5963 1
422 3857 7
423 3453 6
423 6427 23
424 1734 7
424 3141 26
424 4861 30
424 5130 26
425 1362 14
425 3742 12
425 6877 20
426 1078 12
426 2006 10
426 2101 16
426 4876 20
426 5729 26
427 2969 6
428 2897 19
428 4709 29
430 732 18
430 1754 3
431 950 7
431 1907 14
431 5656 12
432 6377 20
432 6908 28
433 495 5
433 5714 17
434 458 24
434 2721 22
434 5541 19
435 1405 16
435 4643 28
435 5392 24
436 682 8
436 2405 4
436 2700 11
436 2978 29
436 6567 21
436 6862 24
437 901 2
437 3007 10
437 4235 28
437 5083 4
438 2582 25
438 3833 9
438 6873 29
439 5316 23
439 6009 27
439 6336 28
440 1150 10
440 5173 30
441 3081 26
441 3819 23
441 4905 3
441 5141 16
441 5718 13
441 5798 8
442 1891 24
443 434 28
443 1376 29
444 2473 12
445 665 5
445 6714 18
446 339 27
446 1543 12
446 5784 13
446 5804 7
447 953 2
447 2230 4
447 5633 22
447 6843 26
448 3828 5
449 598 11
449 3584 29
449 5346 22
450 2422 12
450 4659 27
452 5420 14
453 3104 8
453 4521 16
453 6018 15
454 461 29
454 2069 12
454 2937 30
454 4791 24
454 6254 19
455 977 12
455 1821 1
456 244 12
459 126 9
459 1903 21
459 2521 15
459 3953 13
459 4331 8
459 4438 3
461 2239 16
461 2578 12
461 2884 1
461 3368 9
461 5732 15
461 6647 22
462 61 4
462 584 12
463 533 25
463 5418 2
463 6767 3
465 3803 6
465 3971 21
465 5938 16
466 757 5
466 2865 28
467 88 22
467 5501 4
467 5550 1
468 1659 21
468 2437 27
468 4564 19
469 4259 24
469 5321 19
469 5345 22
469 5984 24
471 190 1
471 502 28
471 1532 28
471 3074 30
471 5227 30
473 5996 5
474 621 11
474 1663 30
474 4727 14
474 5506 26
475 4492 14
476 2607 9
476 4320 29
477 124 30
478 1516 3
480 4009 1
480 6394 5
481 1013 23
481 5070 8
481 5645 1
482 77 12
482 423 29
482 1065 4
482 4978 13
483 3721 12
484 943 22
484 2148 23
484 3296 27
484 4008 2
484 5384 15
484 5395 21
485 949 2
485 5180 4
485 6000 18
486 1173 1
486 2381 4
486 3111 23
486 5960 12
487 1283 25
487 1849 28
487 2733 29
487 2889 8
487 2961 6
487 4128 27
487 5229 7
488 1696 8
488 2856 19
488 3344 3
488 3680 22
489 5470 26
490 1285 26
490 4301 4
490 5607 16
491 1320 21
491 1664 16
491 5371 27
492 1348 13
492 4582 30
493 3629 16
494 479 14
495 3397 14
495 3700 6
496 735 8
496 1954 18
497 3999 15
497 4372 8
498 1572 13
498 2836 29
498 3070 11
498 5281 7
499 91 18
499 3006 1
499 4563 7
499 6222 16
500 2662 19
501 17 5
501 199 23
501 1230 7
501 5644 30
501 5840 7
502 1372 24
503 4830 25
503 5242 2
504 649 10
504 1668 15
504 4709 9
506 416 28
506 912 19
506 5277 8
507 676 13
507 1786 25
507 3868 14
508 5902 10
508 6194 2
508 6253 23
509 874 17
509 1382 1
509 5161 5
509 5284 15
510 3268 4
511 97 3
511 1702 3
512 398 4
512 3760 1
512 4495 10
512 5815 15
512 6171 6
513 3769 2
514 704 21
514 3561 27
514 5111 30
514 5229 7
514 6812 13
515 4746 1
516 1163 16
516 6857 19
517 1296 9
517 3694 5
517 4006 8
518 20 9
518 2294 10
518 2776 24
518 3095 22
518 3954 11
518 6460 17
519 1835 14
519 2399 27
519 2619 9
519 3103 18
519 3292 4
519 3996 12
519 6185 12
520 494 28
520 3106 8
520 4116 13
520 4576 7
520 6205 22
521 2480 10
521 4018 8
522 4219 4
522 6007 6
522 6609 30
524 368 10
524 5196 18
525 307 22
525 2033 17
525 6390 28
526 4539 23
527 2321 14
528 4455 5
529 44 1
529 2046 23
529 2728 20
529 6893 22
530 2232 3
530 3666 6
531 5293 5
532 939 22
532 3822 15
532 6354 14
533 2093 25
533 5284 18
533 6237 17
534 527 22
534 1818 25
534 6824 29
535 1778 28
535 2744 16
535 4670 30
536 2264 27
536 4168 12
536 5613 27
537 4427 26
537 4636 21
537 6755 14
538 3875 10
539 4292 8
540 2699 4
540 6534 2
541 4937 13
542 844 8
542 1886 2
542 2526 5
542 4827 20
542 5937 15
543 5141 29
543 6630 17
544 754 11
544 3524 20
545 3252 1
545 6211 16
546 5576 14
546 6880 19
547 2487 2
547 4392 27
548 1176 5
548 1915 23
548 2954 24
548 5442 13
549 1014 22
549 1336 21
549 4121 24
549 4635 19
549 5552 8
549 6054 14
549 6440 24
551 4012 17
552 6794 13
553 6609 27
554 88 18
554 5552 25
555 3985 27
555 5533 11
556 1158 21
556 3593 8
556 3701 25
557 715 12
558 5621 24
559 4409 27
559 5076 23
559 5196 25
559 6489 12
560 2771 7
561 398 5
562 5978 6
563 2029 25
563 2593 1
564 2035 28
564 4030 19
566 979 13
567 209 11
567 769 1
567 3917 6
568 1836 21
568 3433 8
568 3822 12
569 6920 15
570 464 25
570 1368 24
573 1435 3
573 1749 4
573 3060 11
573 3183 21
573 4844 15
575 1881 23
575 5900 28
575 5913 1
576 4811 4
576 6799 22
578 216 28
578 4806 27
578 6550 8
580 1560 1
582 3202 25
582 5355 4
583 337 6
583 2565 19
583 3166 4
583 3919 25
585 741 29
586 2871 17
586 5721 6
586 6001 29
587 4726 14
588 620 18
589 2195 7
589 2692 25
590 3949 2
590 4278 1
591 1186 11
591 2776 27
591 4997 26
593 4303 21
593 4814 17
593 4823 10
593 5456 13
593 6180 15
594 1038 3
595 3092 9
596 4350 28
596 6316 22
597 727 5
597 2475 5
597 5240 22
598 5648 21
600 1622 8
600 4125 20
601 1066 9
601 2561 3
601 2984 6
601 3279 8
602 2305 11
602 5621 3
604 4929 6
604 5582 25
606 4433 21
606 6733 4
607 2949 11
608 4217 22
609 3000 26
610 1081 21
610 2780 10
610 3033 22
610 4972 3
610 6640 19
611 320 23
611 487 16
611 2943 3
612 850 25
612 5861 16
613 575 22
613 4228 16
613 6365 20
614 6417 26
615 4323 30
615 5993 10
615 6063 25
615 6212 19
616 3126 10
617 2734 19
617 5259 16
617 6445 9
618 594 30
618 1173 19
618 6155 7
620 3607 16
621 4365 9
622 1538 10
622 5453 26
623 625 22
624 1285 6
625 4852 17
626 3767 2
626 5182 19
626 6275 19
627 872 20
627 2164 11
628 2539 26
628 6959 14
629 72 6
629 1825 11
629 1984 5
629 3060 13
629 3077 22
629 4937 22
629 5951 4
630 1747 23
630 2267 8
630 4854 14
630 4947 25
631 143 18
631 1986 30
632 2366 3
634 3707 17
634 6622 18
635 1977 1
635 3044 24
635 5353 26
636 2848 11
636 3363 20
636 4469 17
637 4679 8
637 6121 28
638 126 10
638 445 18
638 1651 8
638 2317 29
638 4004 28
639 1844 26
640 1979 4
640 4566 25
641 890 28
641 2657 30
641 3801 30
641 4220 20
641 6960 21
642 1317 3
642 6058 4
643 3434 20
643 3686 17
644 1808 28
644 1831 8
646 373 16
646 955 23
646 4499 16
649 25 3
649 3363 23
650 7 2
650 2394 20
650 3564 25
650 5021 21
651 274 6
651 2070 24
651 3156 10
651 5550 16
651 6726 11
652 357 9
652 6888 6
653 2358 1
653 6991 4
654 80 10
654 3617 17
654 6927 2
655 204 9
655 3250 16
655 3302 13
655 3675 22
656 4713 11
656 6687 16
657 292 3
658 2577 27
658 5015 14
658 6960 2
659 2545 4
659 4696 28
660 4221 18
660 4242 6
660 4329 12
661 1857 11
661 6266 17
662 1894 7
662 4622 1
664 2072 22
664 2343 22
665 2702 2
665 5098 29
666 6739 25
667 4673 10
667 5575 5
668 535 17
668 4487 6
669 4976 6
670 1966 3
670 4667 7
670 5713 14
672 5751 11
672 5940 11
673 712 27
673 4043 21
673 5020 26
677 297 30
677 1450 9
677 1763 1
677 5173 23
677 5676 12
677 5891 28
678 1246 10
678 2113 9
679 1224 2
679 1795 20
680 2573 25
680 2736 30
681 808 12
681 3947 8
681 4661 21
682 978 5
682 2131 7
682 3859 7
683 5879 7
684 1446 3
684 2422 23
684 6429 12
685 1202 8
685 4307 18
685 5831 10
686 2134 13
686 3322 28
687 3245 20
688 540 10
688 2409 10
688 5434 7
688 5600 1
688 6745 18
690 358 8
690 6660 23
691 1219 29
691 2027 27
691 2928 25
691 3702 29
691 5124 28
692 2311 6
692 6945 23
693 1060 27
694 2122 10
694 4687 30
695 1538 10
695 1812 6
695 1982 28
695 5046 16
696 2155 12
696 4396 30
697 587 1
697 3464 15
697 5522 7
698 1047 18
698 2074 16
701 2816 12
703 1185 7
703 4809 27
703 6134 13
704 1337 16
704 2692 4
704 4699 13
705 1444 3
706 362 3
707 736 27
707 2209 23
707 5151 21
708 351 13
708 4001 21
708 4183 19
708 4385 11
710 2177 5
710 3977 7
710 4572 12
710 4837 26
711 3401 8
711 5435 17
714 1536 24
714 2416 16
714 4919 21
714 6849 15
715 2959 16
715 4764 27
716 1400 22
716 5742 25
717 324 5
717 4596 25
718 2102 1
718 2514 1
718 3855 7
718 6378 8
718 6787 26
719 395 11
719 1182 2
719 1983 28
719 5317 7
719 5695 24
719 6469 19
720 4218 12
720 5539 6
721 6609 29
722 5142 22
722 5483 10
723 2122 27
723 4831 3
723 5984 5
723 6377 5
724 1410 11
724 2666 20
724 4220 12
724 6892 1
725 108 5
725 1489 19
725 1630 20
725 3466 18
725 5057 13
726 4390 24
727 1467 12
727 6440 5
728 952 24
729 3095 18
729 5205 4
729 6261 20
731 2319 28
731 5791 5
732 4034 9
733 5971 26
734 2982 28
735 249 19
735 6595 7
736 6435 25
737 2596 9
737 3368 20
739 1439 4
740 280 6
740 631 22
740 4618 30
740 5827 2
741 620 25
741 1507 12
742 634 5
742 2655 25
742 3323 16
743 5282 23
743 5680 14
744 1196 25
744 2798 27
744 3926 7
745 1319 6
746 1251 1
747 1175 23
747 4960 15
747 6799 26
748 1137 4
748 6055 12
749 1422 30
749 2489 12
749 4204 29
749 4349 19
749 5857 23
750 1634 6
750 3342 13
750 5666 1
750 6187 25
751 1478 8
751 1748 28
751 2313 9
751 5328 29
752 1867 21
752 3030 3
752 5735 10
753 554 25
753 2751 19
753 6066 17
755 912 9
755 6731 25
756 5852 3
756 6887 5
757 306 23
757 616 8
757 1439 27
757 2474 15
757 2706 22
757 5264 22
758 4714 18
759 1377 25
759 4181 21
759 6386 22
759 6910 24
760 1868 1
760 2711 14
761 944 21
761 2951 13
761 3952 6
761 5311 7
761 6285 12
762 688 26
762 1300 7
762 2045 3
762 6260 16
763 2688 9
763 3246 4
764 1959 3
764 5022 20
765 1714 13
765 2280 11
765 4145 14
765 6712 15
765 6928 8
766 2530 6
767 1077 23
767 6709 4
768 4680 21
768 6964 6
769 6220 26
770 331 30
770 573 23
770 3185 8
771 232 21
772 920 8
772 4346 9
773 1048 26
773 2910 28
775 1870 13
775 2288 24
775 6689 26
776 1329 17
777 4736 19
777 5901 3
778 6683 19
780 1191 26
780 1573 3
780 5156 14
781 3692 20
781 5328 22
781 6388 26
782 4585 23
783 4847 5
783 5894 11
784 614 30
784 743 11
784 3219 25
784 4690 3
784 6585 23
785 4806 30
787 3926 20
788 5449 14
789 5875 14
790 3601 20
791 2846 5
792 1511 21
792 4916 20
792 6517 22
793 733 10
793 2650 24
793 6450 7
794 3228 28
794 3635 10
795 719 17
796 1123 30
796 4542 20
797 2935 5
797 3947 2
797 4172 4
798 6007 24
799 2636 16
799 4909 21
800 5340 8
800 5834 20
801 2985 1
802 1803 29
803 6665 22
804 3614 25
804 5478 2
805 1937 6
805 3323 17
805 6143 13
806 4826 20
806 5066 22
806 6198 24
808 5764 16
808 5820 5
809 1307 13
809 2304 29
809 3389 14
810 2774 7
810 6813 6
811 414 3
811 2384 8
811 2884 22
811 4272 2
812 3480 20
813 523 18
813 1401 26
813 1748 15
813 5353 4
814 1794 11
814 3797 5
814 5351 11
815 2403 22
815 5486 6
816 5671 10
818 2023 6
818 5406 22
819 1382 3
819 2259 11
819 4964 30
820 2036 7
821 5620 30
821 6865 22
822 2921 1
824 2494 15
825 413 26
825 991 13
826 959 14
826 1531 1
826 2869 11
827 885 11
827 6310 4
828 188 19
828 1036 24
828 1605 27
829 3464 8
830 2572 12
830 6446 14
831 4341 14
831 6180 15
836 5470 24
836 6595 18
837 1072 25
837 1372 8
837 3364 15
837 6067 26
837 6592 13
838 881 7
838 5454 28
838 6657 15
838 6800 28
839 2922 5
839 3453 15
839 4041 19
840 375 27
840 557 21
840 1017 14
840 2003 9
840 5617 26
840 5718 7
841 2123 20
842 3213 28
842 3788 10
842 3791 30
842 6209 22
843 1462 6
843 4456 29
844 1002 3
844 1467 20
844 6868 12
845 3293 17
845 4379 5
846 2477 21
846 3304 3
847 2093 4
848 1462 6
848 3280 29
848 3998 8
849 2169 4
849 4675 18
850 1206 23
851 1745 1
851 4555 14
851 5718 29
852 3706 12
852 4323 10
852 5843 11
853 3147 25
853 5144 11
853 5289 29
853 5556 1
854 3617 22
855 1207 26
855 1715 2
855 3649 21
855 4088 17
855 5730 30
855 6091 11
856 4890 11
856 6372 11
857 606 22
857 911 27
858 194 15
858 4127 4
859 2696 22
859 6358 11
860 3997 1
862 4188 20
862 4606 18
863 5575 4
863 6697 29
864 3646 2
864 3788 27
864 4169 13
864 5487 30
864 6051 8
866 3320 22
866 4827 11
867 1571 24
867 6263 2
868 5688 1
868 5721 17
868 6020 23
869 2335 26
869 4081 10
869 5461 5
870 2959 5
870 2994 9
870 3046 15
870 6180 15
871 3216 19
871 3759 28
874 4262 4
874 6149 26
875 1197 24
876 833 25
876 870 28
876 2511 24
877 1303 6
878 2667 15
879 1442 28
879 6791 4
880 3831 17
881 90 16
881 917 16
881 6431 8
882 2637 15
882 2818 30
883 3217 10
883 4440 30
884 165 23
884 456 10
884 3639 8
885 345 8
885 3703 28
885 4700 18
886 725 12
886 4849 2
887 2172 18
887 3671 19
887 3896 16
888 2858 7
888 3480 8
889 105 11
889 4472 24
890 2680 1
890 5908 27
891 560 21
891 1481 25
892 754 2
894 6182 27
894 6233 14
895 4576 6
896 1719 5
896 4167 29
896 4389 13
896 5653 13
898 604 5
898 6091 12
899 362 22
899 844 4
899 1271 27
899 4267 24
899 5745 4
899 6834 4
900 1551 21
901 368 21
901 2598 15
901 6720 14
902 2557 8
902 5756 25
903 786 21
903 2240 6
903 5390 3
904 53 2
904 3393 29
905 3738 3
905 3974 28
906 116 19
906 3691 27
907 1371 30
907 3451 16
907 4866 2
909 899 27
909 5893 20
909 6224 30
909 6565 1
910 2047 24
911 434 26
911 617 5
911 707 8
911 1206 22
911 3817 1
912 901 23
912 1669 25
912 2257 4
912 3599 13
912 6163 15
913 344 10
913 3742 18
913 6739 14
913 6772 5
914 3549 8
914 4190 20
914 6734 29
915 2 9
915 2023 10
915 2451 1
915 4497 29
915 5600 29
915 6904 20
916 4457 20
916 5618 6
917 388 21
917 1466 8
917 2388 17
917 3418 13
917 6145 8
919 557 3
919 875 30
919 3085 12
919 4475 10
920 107 21
920 1973 12
920 6072 2
920 6817 15
921 6327 7
922 4292 6
922 4546 21
922 4908 17
922 5109 23
923 867 5
923 1020 13
923 4275 30
923 5085 16
924 676 11
925 537 1
925 761 25
925 4947 3
925 5013 29
925 5356 15
925 5491 22
925 6298 10
925 6527 12
926 395 5
926 950 17
926 2278 21
926 2748 17
926 6570 24
927 5307 23
927 6801 16
928 350 6
928 899 24
928 3884 29
930 6721 9
931 2736 17
931 3522 13
931 5047 8
932 615 22
932 2740 26
932 3480 24
933 1382 6
933 5429 22
