3000 8000
238 847 30
238 2825 8
239 953 1
239 1363 30
239 1409 30
239 1952 30
239 2113 16
239 2695 23
239 2811 9
240 2355 4
241 1519 29
241 2446 25
241 2543 11
242 703 24
242 802 11
242 1102 21
242 1185 13
242 2024 22
242 2752 2
242 2973 29
243 108 26
243 380 18
244 955 23
244 2287 20
245 636 22
245 787 8
245 1506 19
245 2396 30
245 2745 2
246 1269 8
247 324 21
247 956 1
247 1013 15
248 25 21
249 951 30
249 1371 7
249 1490 12
249 1777 8
249 2327 29
249 2392 12
250 313 11
250 960 19
251 2157 6
251 2886 21
252 1753 4
253 160 17
253 998 12
254 1522 17
254 2441 30
254 2704 5
255 600 7
255 627 25
255 1275 15
255 2239 21
256 1859 7
256 2255 28
257 2200 28
258 1054 17
259 659 28
259 1175 29
260 1077 24
261 43 18
261 2978 22
262 1495 9
262 1701 8
262 2141 13
262 2575 15
263 157 12
263 2349 20
264 861 5
264 2504 23
264 2641 1
264 2794 24
264 2818 29
264 2867 13
265 1020 27
265 1349 15
265 2897 16
266 370 5
266 451 6
266 1112 21
266 2758 11
267 669 1
267 2745 27
268 639 1
268 755 7
268 2025 24
268 2161 21
269 1217 23
269 1424 21
269 2100 19
270 580 9
270 1015 30
270 1528 2
270 2367 17
270 2850 30
270 2929 15
271 291 23
271 427 11
271 2580 4
271 2913 27
272 1887 3
272 2802 26
273 850 12
275 90 1
275 746 9
275 1271 9
275 1542 7
275 1855 16
275 2603 5
276 190 13
276 392 28
276 1152 16
276 1640 5
277 195 24
277 249 8
277 1048 3
277 1984 18
277 2291 28
277 2295 17
277 2721 30
278 434 9
278 1540 25
278 2434 30
279 1977 10
280 498 3
281 740 29
281 781 24
281 1151 25
281 2396 9
282 1202 20
282 1550 14
283 2169 3
284 902 15
284 950 25
284 1286 26
284 1618 15
284 1659 25
284 2268 2
284 2315 1
285 2225 30
285 2946 6
286 120 28
286 157 7
286 1563 10
286 2672 14
286 2992 14
287 314 12
287 479 1
287 709 4
288 395 21
288 1421 22
290 588 12
290 1066 15
290 1464 13
290 1681 21
291 2089 18
291 2942 11
292 559 7
292 672 4
292 845 11
293 296 26
293 367 17
293 1532 6
294 1851 2
294 2415 4
295 349 1
295 2105 17
296 1329 20
296 1341 2
296 1730 9
296 2970 11
298 151 30
298 350 28
298 1091 17
298 1997 9
299 370 11
301 1622 23
301 2812 13
302 752 3
302 866 26
302 1553 25
303 451 25
303 764 7
304 643 9
304 2225 29
305 138 19
305 443 18
305 725 2
305 1015 17
305 1460 22
305 1756 4
305 2909 12
306 1246 30
307 800 9
307 1181 6
307 2060 25
307 2695 9
308 773 22
308 1983 15
309 1102 3
310 293 22
310 308 25
310 533 2
310 840 19
310 1055 4
310 1361 2
310 1974 22
311 313 26
312 1722 6
313 817 24
313 1425 21
313 1448 30
313 1605 10
313 2288 19
314 2871 9
314 2875 1
315 77 7
315 1102 18
315 1812 2
315 1966 24
315 2247 9
316 2359 5
317 187 27
318 268 1
318 557 14
318 2342 2
318 2458 25
319 1951 14
319 2149 15
320 2661 9
321 329 16
322 500 28
322 1160 26
322 1686 9
322 2441 9
323 1095 21
323 1328 11
323 1440 30
324 2617 16
325 27 8
325 2073 15
325 2340 28
326 1362 8
326 2623 17
326 2733 16
327 951 8
327 1957 17
327 2096 14
328 1050 25
328 2565 18
329 337 29
329 2295 26
329 2544 22
329 2614 18
330 710 26
330 1614 27
330 2649 19
331 189 20
331 916 11
331 2702 26
332 1338 21
332 2330 18
332 2674 15
333 1043 8
334 623 27
334 2222 23
334 2327 28
337 424 29
337 1670 14
337 1994 13
337 2585 28
337 2761 29
338 504 10
338 948 5
338 1564 15
338 2396 17
338 2859 4
339 1625 23
339 1767 30
339 2201 21
339 2653 10
339 2926 21
340 1978 16
340 2792 23
341 325 8
341 1219 11
341 1238 12
341 1841 18
341 2400 22
342 1117 14
342 1973 5
342 2738 12
343 977 1
344 326 20
344 2954 11
345 1148 19
346 1238 12
347 1804 8
347 2801 9
350 1533 26
351 29 12
351 2488 7
351 2952 16
352 2791 13
353 101 3
353 420 22
353 726 29
353 1211 7
353 1272 14
354 53 21
354 890 27
354 1108 15
354 1157 11
354 1981 4
354 2466 29
354 2611 18
355 311 14
355 1487 10
356 901 5
356 1126 5
356 1289 23
356 2947 10
357 12 9
357 2231 16
357 2317 29
357 2568 19
358 1162 26
358 1511 2
358 2249 19
358 2466 27
359 70 19
360 761 30
360 1028 3
360 1360 4
361 1923 13
361 2836 27
362 74 17
362 1061 3
363 268 3
363 319 30
363 1212 23
363 1341 21
364 466 14
364 1105 3
364 1566 24
365 2218 5
365 2879 20
366 894 29
366 971 14
366 1487 17
366 2148 4
366 2245 29
366 2601 18
367 1088 4
367 2815 6
368 953 16
368 2578 14
370 657 1
370 864 9
370 1207 2
370 2273 19
371 320 28
371 952 2
371 2074 21
372 256 23
373 207 6
373 750 10
373 992 10
373 2038 8
373 2428 4
374 470 1
374 780 1
374 962 25
374 1458 7
374 1681 25
374 1820 10
375 2634 11
376 812 7
376 987 9
376 1477 16
376 1858 23
376 2029 4
376 2135 14
376 2631 10
376 2929 29
377 109 11
378 469 17
378 2426 12
378 2519 4
379 946 25
379 2510 14
379 2889 22
380 1252 14
380 2126 15
380 2300 5
380 2659 29
381 149 20
381 1625 14
383 1816 30
383 2088 19
383 2874 17
383 2988 30
384 1045 19
384 1115 11
384 1539 28
384 2230 14
384 2480 13
385 1158 8
385 2998 20
386 373 21
386 1944 24
386 2101 4
386 2436 16
386 2734 29
387 2666 13
388 943 14
388 1874 10
388 2776 21
389 389 25
389 1012 5
389 2026 7
389 2790 30
390 1189 26
390 1601 13
391 150 14
392 1267 30
392 2484 11
393 2128 25
394 2312 13
395 500 2
395 1127 14
399 8 22
399 1606 23
399 1670 24
400 224 24
400 600 21
400 2362 29
400 2480 6
401 1316 28
401 1442 18
401 1708 18
402 2157 13
402 2518 13
402 2727 3
404 398 12
404 543 17
404 2335 8
405 1209 13
405 1747 7
405 2508 25
405 2912 9
406 451 14
406 613 24
406 1662 4
406 2146 26
406 2258 30
407 185 26
407 894 28
407 2161 24
408 1370 30
409 860 29
410 923 29
410 1954 21
410 2504 21
411 336 15
411 419 15
411 1172 11
412 2811 13
413 561 12
413 1544 1
413 2238 23
413 2276 30
413 2419 13
414 1336 5
416 793 24
416 2863 16
418 186 22
418 265 24
419 854 20
419 1193 28
419 1392 18
420 2475 28
420 2973 3
421 612 11
421 910 24
421 1743 20
421 2659 2
422 310 19
422 1842 17
423 1422 18
424 257 18
424 1190 7
424 1769 16
424 1918 1
424 2802 20
425 256 22
425 1451 7
425 2049 22
425 2183 5
425 2933 18
426 720 22
426 761 27
426 830 17
426 1378 27
426 2073 1
427 23 3
427 1810 4
427 2219 14
428 552 26
428 802 24
429 1417 12
429 2181 13
430 2810 13
430 2989 6
431 890 15
431 954 6
431 2468 26
431 2804 17
432 903 24
432 1039 12
435 1803 4
436 920 4
436 1420 11
436 2294 11
437 1393 26
438 369 30
439 312 3
439 527 2
439 1186 13
439 1623 29
440 429 19
440 543 27
440 1191 25
440 1966 28
440 2371 23
442 1837 17
444 756 30
444 1151 18
444 1258 1
445 2741 25
446 1006 3
446 1361 4
446 1738 29
446 2982 16
448 720 9
448 1628 13
448 1936 21
449 61 4
449 1429 21
451 769 7
451 1859 8
451 2173 24
452 1114 2
452 1844 10
453 2979 27
454 1453 27
455 249 9
455 369 21
455 917 20
455 2256 13
455 2391 19
456 942 8
457 16 9
457 484 13
457 1116 5
457 1615 23
457 2277 21
458 1840 26
458 2595 11
459 96 13
459 292 20
459 1241 13
459 1680 16
459 1781 18
460 435 28
460 640 17
460 1561 23
461 1798 11
462 1261 12
462 2594 13
463 518 9
463 755 19
463 2861 29
465 391 10
465 401 28
465 466 17
465 1581 28
466 1181 28
466 1227 7
466 1754 9
467 1436 11
467 2070 25
468 48 16
468 1545 19
468 2229 29
468 2697 13
468 2838 4
469 1164 19
470 1830 8
470 2941 14
471 1857 24
472 1116 20
472 1550 26
472 1667 9
472 1717 29
473 341 16
473 2188 17
473 2667 21
473 2699 18
473 2825 29
474 1087 26
474 1801 26
475 708 17
475 2203 16
475 2587 27
476 64 7
476 566 2
477 2232 16
478 4 26
478 1205 8
478 1928 24
479 1098 28
479 1366 2
479 2731 1
480 595 17
481 1306 30
481 1898 5
482 2078 12
482 2292 10
482 2362 5
483 1382 25
483 2241 3
483 2561 24
483 2599 12
484 1168 4
485 188 14
485 468 19
485 2225 20
485 2605 27
485 2905 6
486 995 18
486 1359 22
486 2985 1
487 1106 27
489 1341 7
490 1187 19
490 2519 25
490 2766 8
491 407 4
491 974 20
491 2360 7
492 1847 27
492 2080 18
493 1749 8
493 2325 20
493 2753 26
494 2532 29
495 664 24
495 678 7
495 935 8
495 2130 28
496 1009 23
496 1117 3
496 1954 13
496 2862 26
497 401 6
497 914 27
497 2739 15
497 2831 17
498 698 15
498 1617 20
499 1176 5
499 1339 6
499 1461 13
499 2306 23
500 342 4
500 608 1
501 2892 9
504 377 3
504 1813 5
505 3 28
505 1041 9
505 2127 23
506 569 7
506 953 8
506 1114 4
506 2820 24
507 117 6
507 612 28
507 1342 22
508 2929 5
509 1681 17
509 1965 14
510 2073 29
510 2611 22
511 2222 10
512 164 26
512 2101 18
512 2165 16
512 2734 13
512 2890 24
513 48 5
513 571 9
513 654 29
513 1604 17
514 569 1
514 2356 24
515 157 10
515 1899 1
515 2713 18
516 657 6
516 2084 28
517 616 26
518 431 28
518 2922 27
519 192 3
519 1900 24
519 2016 20
519 2602 30
521 427 21
523 93 12
523 324 26
523 879 7
524 1028 17
524 1173 25
525 2194 20
525 2499 18
525 2740 20
525 2809 29
526 382 3
526 1454 2
526 1731 22
526 2495 30
527 429 2
527 758 12
527 1080 8
527 2325 24
529 12 5
529 289 17
529 376 24
529 526 22
530 1459 22
530 1650 22
530 1882 9
530 2020 12
530 2388 10
531 1071 3
532 640 5
532 837 21
533 2640 24
533 2780 17
534 185 2
534 492 20
534 656 15
534 2239 11
534 2504 14
534 2536 5
535 125 28
535 1476 25
535 1643 3
535 2224 23
536 954 19
536 958 25
536 1977 22
536 2416 20
537 196 6
537 1586 29
537 2206 14
537 2472 3
538 97 8
538 1728 7
538 2585 24
539 446 29
539 2622 20
540 930 25
540 1290 2
541 252 29
541 593 27
541 1409 28
541 2327 20
542 93 21
542 122 14
542 508 13
542 2145 2
542 2710 21
543 1758 15
544 319 7
545 299 25
545 360 13
545 609 1
545 1961 27
545 2568 27
545 2656 19
546 90 13
546 236 18
546 1532 1
546 2084 11
546 2730 8
547 517 14
547 1567 13
547 2317 15
548 1100 12
548 1890 28
548 2039 6
548 2430 2
548 2453 22
549 1254 7
550 1490 22
551 611 11
552 1336 27
552 2350 3
553 727 23
553 2465 10
553 2522 16
555 2553 24
556 4 30
556 332 30
556 792 30
556 1958 16
557 63 4
557 81 30
557 1942 5
557 2177 30
557 2378 11
558 2502 17
559 312 9
559 1866 11
560 614 27
560 2313 17
561 2076 16
561 2583 9
562 1533 1
562 1995 27
563 237 29
563 591 6
563 1326 20
564 1130 20
564 2381 5
565 128 12
565 1929 22
566 197 1
566 2811 14
567 899 14
568 242 2
568 801 21
568 2031 7
569 103 24
569 363 13
569 1258 28
569 1499 9
569 1635 16
570 646 20
571 383 13
571 1431 8
572 1787 22
572 2588 22
572 2673 8
573 95 24
573 814 18
573 2502 24
573 2511 9
574 14 19
574 1049 17
575 177 27
575 218 9
575 2820 14
576 1338 17
577 1805 28
577 2216 10
577 2433 28
578 2577 12
579 281 10
579 559 3
579 2147 25
579 2157 12
580 239 24
580 1096 24
581 2908 27
582 815 6
582 1538 21
582 2835 5
584 2428 13
584 2855 10
585 545 10
585 1231 12
585 1272 1
587 431 1
587 1884 20
587 2689 24
588 82 10
588 354 5
588 1660 24
589 484 20
589 2288 13
590 317 21
590 620 28
590 1276 27
590 2107 29
591 709 18
591 964 6
591 2740 18
592 218 29
592 1134 8
592 2897 20
593 224 15
593 1230 11
594 806 5
594 879 8
595 2199 7
595 2296 2
595 2654 21
595 2871 3
596 1293 15
596 1378 22
596 2917 12
597 124 18
598 487 15
598 575 4
598 763 29
598 1514 30
598 2166 14
598 2657 4
599 35 24
599 67 25
600 877 16
601 350 6
601 1558 23
601 1715 4
601 2148 4
601 2426 2
602 83 2
602 92 13
602 378 22
602 1588 9
602 1708 2
602 1923 6
603 696 19
603 2426 7
603 2659 6
604 546 25
604 2257 8
605 186 26
605 458 27
605 1934 14
606 22 17
606 465 1
606 1434 24
606 2182 23
606 2536 4
607 279 22
607 657 23
607 1144 9
607 1688 25
607 2208 8
608 1715 4
608 1875 3
608 2094 13
608 2610 18
609 2856 6
610 631 8
610 1696 11
611 628 29
611 650 20
611 665 2
611 714 7
612 735 13
612 1454 7
612 1882 25
612 2187 11
612 2999 4
613 623 11
613 2163 19
613 2530 29
615 1309 30
615 1354 24
615 1573 8
616 367 30
616 801 17
617 238 30
617 1182 3
617 1450 9
617 1758 22
619 2679 4
620 1569 25
620 2185 21
620 2637 7
621 124 27
621 433 3
621 1017 16
621 2380 25
622 1206 2
623 1475 26
623 1827 23
623 2208 21
624 141 27
624 713 22
624 728 26
624 2571 25
625 1990 16
626 1112 6
626 2362 29
626 2557 19
627 634 16
627 911 19
627 1875 18
627 2437 10
627 2769 26
628 117 9
628 541 18
630 872 18
630 1190 3
631 475 18
631 1531 1
632 626 6
632 1878 13
632 2277 22
633 1670 12
633 1693 1
634 168 16
634 325 19
634 539 17
634 1121 18
634 1376 14
634 2656 2
635 84 30
635 424 10
635 495 23
635 1435 25
635 1724 27
636 35 30
636 232 1
636 704 25
636 707 18
636 721 16
637 459 13
637 760 27
637 2124 17
638 629 1
638 2187 5
639 67 5
639 1079 10
639 1191 8
640 1092 22
640 2663 10
640 2714 5
641 2732 26
642 788 23
642 1756 17
642 2281 27
642 2925 9
643 150 5
643 2301 5
644 432 26
644 1992 11
644 2119 6
646 95 17
646 2289 20
646 2446 20
647 635 12
647 1460 16
649 746 20
649 1305 12
649 1486 2
649 2037 29
650 1285 19
650 1416 15
650 1557 18
652 4 6
653 261 7
653 394 14
653 1002 2
653 1318 16
653 2897 21
654 894 15
654 2110 17
654 2831 26
655 516 11
656 505 10
656 530 4
656 2326 29
657 2121 18
658 601 30
658 1278 3
658 2908 5
660 1953 10
660 2222 1
661 1209 21
661 1976 22
662 15 12
662 866 24
663 340 29
663 853 1
663 857 27
663 1288 1
663 1499 22
663 2074 16
664 544 7
664 907 1
664 2395 13
665 961 5
665 1556 14
665 1812 6
665 2913 20
666 1717 27
666 2060 20
667 1474 6
667 2642 14
668 478 22
668 2079 7
669 1361 17
669 2779 20
671 1091 16
671 1548 8
671 2803 15
672 262 20
672 480 10
672 1327 7
672 1414 3
672 2847 23
672 2943 18
674 2363 26
676 799 21
676 1727 11
676 2762 15
677 1240 13
677 2039 24
678 557 22
678 2484 11
678 2871 24
679 600 4
680 2740 7
681 1307 7
681 2732 9
682 450 26
682 831 3
682 2090 20
682 2556 24
683 1785 16
684 166 12
684 701 30
684 772 24
684 917 23
684 1859 8
684 1890 2
684 2155 7
685 22 27
685 72 3
685 1426 5
685 1888 21
686 12 25
686 581 23
686 592 9
686 1499 7
686 1936 3
686 2023 23
686 2943 12
687 20 18
687 1140 14
687 1382 14
687 1424 11
687 1559 9
688 239 21
688 344 17
688 988 9
688 1015 16
688 1300 20
688 1648 28
688 2557 1
688 2803 27
689 884 1
689 1355 23
689 2734 21
689 2819 24
689 2905 30
690 336 14
690 2195 22
690 2226 18
691 352 16
691 2063 27
692 1335 9
692 2489 2
693 1458 19
694 444 9
694 600 8
694 1372 13
694 1946 1
695 1998 11
695 2489 30
695 2788 6
696 1834 25
697 433 10
697 891 14
697 2095 15
698 537 18
698 1784 22
698 2642 22
699 339 29
699 2785 11
699 2985 23
700 1931 26
701 1889 12
701 2540 7
702 1261 16
702 2313 5
703 937 6
703 1750 21
703 1784 26
703 2572 15
704 57 6
704 479 14
704 667 15
704 1714 7
704 2761 2
704 2984 23
705 670 6
705 2024 6
706 339 23
706 2300 17
706 2787 5
707 1063 20
707 1906 11
707 2188 6
707 2922 3
708 773 25
708 1385 16
709 561 16
710 1107 16
710 2542 14
710 2691 19
711 5 30
711 1452 9
711 1574 30
711 1683 6
711 2009 16
712 172 26
712 1201 3
712 1374 6
713 1096 13
714 140 10
714 2990 3
715 281 27
715 1927 24
716 801 1
716 2997 20
717 115 17
717 214 7
718 61 26
718 524 1
718 1531 23
718 2861 22
719 2267 21
719 2549 25
720 82 20
720 511 15
720 1846 11
720 2541 5
721 634 1
721 792 18
721 1565 18
722 2559 19
723 334 18
723 1386 19
724 380 10
724 821 15
724 2016 26
724 2370 27
724 2938 10
725 958 24
725 1511 1
725 2939 19
726 88 26
726 2143 19
726 2967 12
729 965 27
729 1563 9
729 1867 20
730 417 25
730 786 26
730 2420 21
731 210 9
731 366 17
731 762 3
731 2081 3
731 2915 28
732 591 17
732 2395 13
732 2769 2
732 2888 9
733 1773 22
733 2634 12
734 30 19
734 2527 9
735 252 22
735 2155 20
736 1345 24
736 2737 17
737 97 16
737 1300 25
737 2804 2
738 2027 9
738 2060 13
738 2382 28
739 268 27
739 2147 16
740 1312 16
740 2468 5
741 367 6
741 559 10
741 1490 30
741 1652 18
742 2963 10
743 635 9
743 1969 20
743 2321 12
744 233 6
744 956 28
744 1541 16
744 2301 30
744 2953 7
745 384 7
745 2048 11
745 2129 17
745 2229 8
746 334 24
746 485 7
746 2309 23
747 70 10
747 172 14
747 463 17
747 1029 12
747 1188 22
748 474 29
748 1065 1
748 2265 19
749 151 14
749 1016 8
749 1587 15
749 1634 11
749 2101 9
749 2156 7
750 5 28
750 2748 18
750 2845 7
750 2989 9
751 169 21
751 774 12
751 1018 7
751 1267 28
751 1928 3
751 1975 5
753 422 26
753 511 5
753 1795 13
753 2469 3
754 1120 28
754 1814 19
754 2311 25
754 2419 30
755 1596 25
755 1822 3
756 263 3
757 643 8
757 1962 23
757 2509 25
758 757 18
758 955 29
759 735 2
759 2497 3
759 2735 9
760 114 10
760 1050 9
760 1158 29
760 2105 27
761 581 15
761 818 7
761 1303 17
761 2088 18
762 275 5
762 323 14
762 1985 13
762 2165 9
763 1487 9
764 390 17
764 1352 22
764 1608 4
764 2815 7
765 644 2
765 1170 20
765 2550 28
766 1781 18
766 2673 23
767 2444 30
768 961 26
769 1354 7
769 2056 24
769 2533 13
769 2959 5
770 351 25
770 1059 7
770 1444 14
770 2024 26
770 2760 15
771 697 12
771 766 22
772 506 21
772 1513 10
773 1405 30
774 474 1
774 538 15
774 944 5
774 2812 5
775 555 15
775 1528 5
775 1948 13
775 2234 28
775 2699 8
776 402 19
777 425 30
777 432 20
777 766 16
778 2517 9
779 2676 12
780 1756 7
781 731 4
781 850 18
781 2751 30
782 65 9
782 1350 15
783 1198 16
784 1358 15
784 1430 20
784 1505 3
784 1920 22
785 451 23
785 984 16
786 485 4
786 1251 2
786 2616 15
786 2950 26
787 863 16
788 788 11
788 2879 30
788 2973 1
789 756 8
789 890 13
789 1638 20
789 2740 7
790 2274 23
790 2914 19
791 2033 26
791 2340 1
792 578 20
793 7 29
794 2743 7
794 2954 23
795 1005 9
795 1107 29
795 1145 23
795 1323 23
795 2659 6
795 2933 8
795 2979 12
795 2989 9
796 758 21
796 951 4
796 1371 24
796 2247 24
796 2986 5
797 869 1
797 1086 20
797 1122 13
797 1255 3
798 47 11
800 146 5
800 973 10
800 2529 15
801 298 24
801 760 17
801 2733 30
802 1279 5
802 2679 12
803 98 30
803 221 24
803 1132 3
804 149 28
804 450 8
